Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
guideline.gov,guideline.gov,https://guideline.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,True,False,False,True,True,True,True,True,False,,2018-04-28T06:17:11.51717Z,2018-04-28T06:17:13.648595Z,2.131425,c97ee6e3-4aab-11e8-8fa6-b92f4ddfcf3d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]0ea7b5ce69474623b1fd3416e34f9f2d,2018-04-28T06:17:11.527534Z,2018-04-28T06:17:13.644504Z,128,2.116970
guidelines.gov,guidelines.gov,https://guidelines.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,True,False,False,True,True,True,True,True,False,,2018-04-28T06:17:11.562905Z,2018-04-28T06:17:13.519718Z,1.956813,c985c444-4aab-11e8-a19b-292e1caba57a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:17:11.572029Z,2018-04-28T06:17:13.513199Z,128,1.941170
gwa.gov,gwa.gov,http://gwa.gov,True,True,https://eroc.ssologin1.fms.treas.gov/esso/smfmsloginesso.fcc?SMQUERYDATA=-SM-DHc04fvWbSnUhHY4JWP9Tac5R77OzC%2brMfoU7tJOpVC3AtwlUg6L5axwhmKY8xSkR1Ymx98Y5SV6NX4AKQ9eH80igOuqVsr6tVZjyZ%2bv1MK8Zk0IgbJ5c67zDH0hvE%2b%2bCxC3U%2b6tVq%2bb0mL6a8nlOHDlHy%2bhj0GDIUbxYwyYHhCasD8FS7Rx%2fZgCBWTB9ybE107SKGlVwbHsrfSeUnwMgooypiBYlek8ctUcrRXioHSDYVgNZ6RIyU00%2fQh3Fzz9aIIHF3H9N2ao%2fQjAcJEk%2bZfml7XCGLhFLi18zt5mbuDkYVlG1hwCMbjMhccl3y1rbYvAl1RXijnJSMFAw6uJBq6Jf23UTRwu,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:20:29.780755Z,2018-04-28T06:20:33.288829Z,3.508074,3fab6e7b-4aac-11e8-bdb0-bd97951475f3,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]e993a21dead149cfa98f4a88fe52af81,2018-04-28T06:20:29.795891Z,2018-04-28T06:20:33.283683Z,128,3.487792
hanford.gov,hanford.gov,https://www.hanford.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=3600,3600,False,False,False,False,False,True,True,False,False,,2018-04-28T06:15:26.29405Z,2018-04-28T06:15:31.457746Z,5.163696,8ac6fe4c-4aab-11e8-b218-c357bb4f26d5,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:15:26.303246Z,2018-04-28T06:15:31.445199Z,128,5.141953
harp.gov,harp.gov,https://harp.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:22:13.813966Z,2018-04-28T06:22:15.883862Z,2.069896,7dae5ee4-4aac-11e8-8921-b384fba6b114,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]542867b005dc4f039da9b43b3be6b332,2018-04-28T06:22:13.828162Z,2018-04-28T06:22:15.874362Z,128,2.046200
hc.gov,hc.gov,http://hc.gov,True,True,https://www.healthcare.gov/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:17:12.347465Z,2018-04-28T06:17:15.303521Z,2.956056,c9fd6569-4aab-11e8-b895-35fc88f9ef7a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]b5f18b420bda4cfd84b9ab799676f93d,2018-04-28T06:17:12.359329Z,2018-04-28T06:17:15.299728Z,128,2.940399
hcqualitycommission.gov,hcqualitycommission.gov,http://hcqualitycommission.gov,True,True,https://archive.ahrq.gov/hcqual/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:17:13.344278Z,2018-04-28T06:17:15.860137Z,2.515859,ca958661-4aab-11e8-8f21-0d80cc70ac80,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]1cc6f3ec5d344f48a0666eb01071a327,2018-04-28T06:17:13.35655Z,2018-04-28T06:17:15.8539Z,128,2.497350
health.gov,health.gov,https://health.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:13.564293Z,2018-04-28T06:17:17.925037Z,4.360744,cab7182f-4aab-11e8-a235-4bc944fea6db,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]f7cad3ed07754b52beb98a723050992b,2018-04-28T06:17:13.55743Z,2018-04-28T06:17:17.900257Z,128,4.342827
healthcare.gov,healthcare.gov,https://www.healthcare.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;preload,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:17:13.692714Z,2018-04-28T06:17:17.9895Z,4.296786,cacac74d-4aab-11e8-9fed-55d67991912d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]0ea7b5ce69474623b1fd3416e34f9f2d,2018-04-28T06:17:13.70815Z,2018-04-28T06:17:17.984832Z,128,4.276682
healthdata.gov,healthdata.gov,https://www.healthdata.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:17:13.90146Z,2018-04-28T06:17:15.707475Z,1.806015,caea848f-4aab-11e8-8f21-0d80cc70ac80,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]709c65aa99b741ecae8ef53b549ed97f,2018-04-28T06:17:13.916292Z,2018-04-28T06:17:15.69088Z,128,1.774588
healthfinder.gov,healthfinder.gov,https://healthfinder.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:15.347746Z,2018-04-28T06:17:17.725502Z,2.377756,cbc74f76-4aab-11e8-9fe7-075e98be31da,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]e73c8e9b80074f9990592f2805eeb552,2018-04-28T06:17:15.357221Z,2018-04-28T06:17:17.720073Z,128,2.362852
healthindicators.gov,healthindicators.gov,http://healthindicators.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:17:15.751669Z,2018-04-28T06:18:37.362701Z,81.611032,cc04cdf8-4aab-11e8-9b75-f5f58bc2cd17,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]b5f18b420bda4cfd84b9ab799676f93d,2018-04-28T06:17:15.762017Z,2018-04-28T06:18:37.359064Z,128,81.597047
healthit.gov,healthit.gov,http://www.healthit.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=94608000; includeSubDomains,94608000,True,True,False,False,False,True,False,True,False,,2018-04-28T06:17:15.904205Z,2018-04-28T06:17:17.512554Z,1.608349,cc1c266f-4aab-11e8-abb1-83884b8c0246,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]709c65aa99b741ecae8ef53b549ed97f,2018-04-28T06:17:15.918552Z,2018-04-28T06:17:17.508296Z,128,1.589744
healthypeople.gov,healthypeople.gov,https://www.healthypeople.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:17.557164Z,2018-04-28T06:17:19.242478Z,1.685314,cd1860bb-4aab-11e8-803c-cb2b083b0db9,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]1cc6f3ec5d344f48a0666eb01071a327,2018-04-28T06:17:17.565848Z,2018-04-28T06:17:19.235999Z,128,1.670151
hearttruth.gov,hearttruth.gov,https://www.hearttruth.gov,True,True,https://www.nhlbi.nih.gov/health/educational/hearttruth/,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:17.769192Z,2018-04-28T06:17:20.204486Z,2.435294,cd38b9f5-4aab-11e8-93a6-1fd709b82eaf,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:17:17.775842Z,2018-04-28T06:17:20.196701Z,128,2.420859
helpwithmybank.gov,helpwithmybank.gov,https://helpwithmybank.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,True,True,True,True,False,False,,2018-04-28T06:20:30.267916Z,2018-04-28T06:20:33.663133Z,3.395217,3ff5be1a-4aac-11e8-8d58-0f2e3a06e5fe,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]4271677aa86d49868de13c366afb57b5,2018-04-28T06:20:30.283954Z,2018-04-28T06:20:33.658598Z,128,3.374644
helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,https://helpwithmycheckingaccount.gov,True,True,https://www2.helpwithmybank.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:20:30.460391Z,2018-04-28T06:20:35.715886Z,5.255495,40130a4d-4aac-11e8-afc1-d7431c54a569,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:20:30.469187Z,2018-04-28T06:20:35.711292Z,128,5.242105
helpwithmycreditcard.gov,helpwithmycreditcard.gov,https://helpwithmycreditcard.gov,True,True,https://www2.helpwithmybank.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:20:30.684804Z,2018-04-28T06:20:35.106056Z,4.421252,40355f55-4aac-11e8-ac2d-1f262356d857,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]9830389bbbfa43908ee7d4d455619a1f,2018-04-28T06:20:30.698393Z,2018-04-28T06:20:35.097519Z,128,4.399126
helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,https://helpwithmycreditcardbank.gov,True,True,https://www2.helpwithmybank.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:20:30.741018Z,2018-04-28T06:20:35.943809Z,5.202791,403deb23-4aac-11e8-9956-e95f78ac4488,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]537541d29fbd4a4a867c434fe026e898,2018-04-28T06:20:30.749392Z,2018-04-28T06:20:35.929043Z,128,5.179651
helpwithmymortgage.gov,helpwithmymortgage.gov,https://helpwithmymortgage.gov,True,True,https://www2.helpwithmybank.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:20:31.088756Z,2018-04-28T06:20:36.030524Z,4.941768,407575ac-4aac-11e8-9248-851e3e8d8671,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]aae9eb90617e4a8e93e02eda9fa4dac3,2018-04-28T06:20:31.116077Z,2018-04-28T06:20:36.025657Z,128,4.909580
helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,https://helpwithmymortgagebank.gov,True,True,https://www2.helpwithmybank.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:20:31.131581Z,2018-04-28T06:20:35.617611Z,4.486030,40796d07-4aac-11e8-83fc-ab920c182478,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:20:31.140408Z,2018-04-28T06:20:35.611428Z,128,4.471020
heritageabroad.gov,heritageabroad.gov,http://heritageabroad.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:24:59.493304Z,2018-04-28T06:25:41.16728Z,41.673976,e06e3815-4aac-11e8-b398-0d385caaf9dc,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c05deee887634beea37d1e4ae82ab7f4,2018-04-28T06:24:59.502935Z,2018-04-28T06:25:41.163278Z,128,41.660343
hhs.gov,hhs.gov,https://www.hhs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:17.968174Z,2018-04-28T06:17:19.74123Z,1.773056,cd57179e-4aab-11e8-9873-efc5257a865a,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]f7cad3ed07754b52beb98a723050992b,2018-04-28T06:17:17.960169Z,2018-04-28T06:17:19.675717Z,128,1.715548
hhsoig.gov,hhsoig.gov,http://hhsoig.gov,True,True,https://oig.hhs.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:17:18.032549Z,2018-04-28T06:17:41.478668Z,23.446119,cd60dc12-4aab-11e8-accc-3fed25b27397,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:17:18.041737Z,2018-04-28T06:17:41.426107Z,128,23.384370
hhsops.gov,hhsops.gov,http://hhsops.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:17:19.287065Z,2018-04-28T06:17:20.400502Z,1.113437,ce205b6d-4aab-11e8-8548-d9423dbbab4b,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]e73c8e9b80074f9990592f2805eeb552,2018-04-28T06:17:19.295982Z,2018-04-28T06:17:20.39531Z,128,1.099328
highperformancebuildings.gov,highperformancebuildings.gov,http://highperformancebuildings.gov,True,True,http://www1.eere.energy.gov/buildings/commercial?utm_source=Commercial%2BBuildings%2Bredirect&utm_medium=BTO%2Bredirect&utm_campaign=Commercial%2BBuildings%2Bredirect,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:15:27.14438Z,2018-04-28T06:15:31.450817Z,4.306437,8b48b0ad-4aab-11e8-9505-99ca4aa538aa,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]bf342b482ce84c3ea628443c12a10eab,2018-04-28T06:15:27.152427Z,2018-04-28T06:15:31.445115Z,128,4.292688
hirevets.gov,hirevets.gov,https://www.hirevets.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True,False,,2018-04-28T06:19:18.108525Z,2018-04-28T06:19:20.744948Z,2.636423,14f3004d-4aac-11e8-acd0-697161ab4cbc,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]4271677aa86d49868de13c366afb57b5,2018-04-28T06:19:18.118218Z,2018-04-28T06:19:20.740947Z,128,2.622729
hispanicheritagemonth.gov,hispanicheritagemonth.gov,http://hispanicheritagemonth.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False,,2018-04-28T06:27:17.216694Z,2018-04-28T06:27:24.480359Z,7.263665,328514fd-4aad-11e8-9282-5d17b910beb8,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]542867b005dc4f039da9b43b3be6b332,2018-04-28T06:27:17.225776Z,2018-04-28T06:27:24.456181Z,128,7.230405
history.gov,history.gov,https://history.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False,,2018-04-28T06:23:59.486418Z,2018-04-28T06:24:07.181369Z,7.694951,bca9e04b-4aac-11e8-9479-efbca38e7d32,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:23:59.494533Z,2018-04-28T06:24:07.176723Z,128,7.682190
hiv.gov,hiv.gov,https://www.hiv.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:17:19.785463Z,2018-04-28T06:17:22.007803Z,2.222340,ce6c57ba-4aab-11e8-bdb7-fb3637717aad,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]0ea7b5ce69474623b1fd3416e34f9f2d,2018-04-28T06:17:19.800986Z,2018-04-28T06:17:22.003652Z,128,2.202666
homeenergyscore.gov,homeenergyscore.gov,http://homeenergyscore.gov,True,True,https://betterbuildingssolutioncenter.energy.gov/home-energy-score,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:15:27.519257Z,2018-04-28T06:15:36.708803Z,9.189546,8b81e9b9-4aab-11e8-8407-1d9210ac3a71,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]0ea7b5ce69474623b1fd3416e34f9f2d,2018-04-28T06:15:27.529998Z,2018-04-28T06:15:36.70451Z,128,9.174512
homelandsecurity.gov,homelandsecurity.gov,https://homelandsecurity.gov,True,True,https://www.dhs.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000 ; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False,,2018-04-28T06:18:03.82086Z,2018-04-28T06:18:06.090819Z,2.269959,e8abb3f5-4aab-11e8-9fc2-e994487d493d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:18:03.836019Z,2018-04-28T06:18:06.086261Z,128,2.250242
homesales.gov,homesales.gov,http://homesales.gov,True,False,,False,False,False,True,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,False,True,False,,2018-04-28T06:18:12.780919Z,2018-04-28T06:18:16.139041Z,3.358122,ee02e408-4aab-11e8-b642-69feed72dfc2,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]004864a9b4ec476abd4bdb312f7068d6,2018-04-28T06:18:12.794798Z,2018-04-28T06:18:16.133943Z,128,3.339145
house.gov,house.gov,https://www.house.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:27:58.336909Z,2018-04-28T06:28:11.859828Z,13.522919,4b07a623-4aad-11e8-83b4-23700a456581,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]db232b4c8d3b42c68001723785aa8ffc,2018-04-28T06:27:58.34498Z,2018-04-28T06:28:11.843517Z,128,13.498537
housecalendar.gov,housecalendar.gov,https://housecalendar.gov,True,True,https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CCAL,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:27:01.545914Z,2018-04-28T06:27:04.369383Z,2.823469,292e06f8-4aad-11e8-86b7-6bacf20aafb8,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]542867b005dc4f039da9b43b3be6b332,2018-04-28T06:27:01.555726Z,2018-04-28T06:27:04.365076Z,128,2.809350
housecommunications.gov,housecommunications.gov,http://www.housecommunications.gov,True,True,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:05.96702Z,2018-04-28T06:28:10.235312Z,4.268292,4f93e467-4aad-11e8-b2e3-3ba29861788e,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c164357d87144506bbe643c7d7608c49,2018-04-28T06:28:06.008284Z,2018-04-28T06:28:10.228586Z,128,4.220302
housed.gov,housed.gov,http://housed.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:07.7654Z,2018-04-28T06:28:48.842425Z,41.077025,50a665d1-4aad-11e8-86d8-3f2c11ba9c36,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]b97a46c1e01d47f685011e4d37087137,2018-04-28T06:28:07.779788Z,2018-04-28T06:28:48.837197Z,128,41.057409
housedemocrats.gov,housedemocrats.gov,http://housedemocrats.gov,True,True,https://www.dems.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:08.534154Z,2018-04-28T06:28:12.638475Z,4.104321,511b9613-4aad-11e8-9e9f-e99efe766e6b,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]9a787bd0a0cc48ed89cc91dbdaced975,2018-04-28T06:28:08.572894Z,2018-04-28T06:28:12.63343Z,128,4.060536
housedems.gov,housedems.gov,http://housedems.gov,True,True,https://www.dems.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:09.952002Z,2018-04-28T06:28:14.843647Z,4.891645,51f3f457-4aad-11e8-819c-d55675ec3410,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c05deee887634beea37d1e4ae82ab7f4,2018-04-28T06:28:10.062924Z,2018-04-28T06:28:14.831945Z,128,4.769021
houselive.gov,houselive.gov,http://houselive.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:10.105911Z,2018-04-28T06:28:16.803352Z,6.697441,520b7404-4aad-11e8-9834-0582acbdb95c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]542867b005dc4f039da9b43b3be6b332,2018-04-28T06:28:10.176545Z,2018-04-28T06:28:16.788743Z,128,6.612198
housenewsletters.gov,housenewsletters.gov,http://housenewsletters.gov,True,True,https://dev1-barragan.house.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:28:10.279028Z,2018-04-28T06:28:14.796775Z,4.517747,5225da23-4aad-11e8-8287-8d4f93255082,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]c164357d87144506bbe643c7d7608c49,2018-04-28T06:28:10.290563Z,2018-04-28T06:28:14.789862Z,128,4.499299
howto.gov,howto.gov,https://howto.gov,True,True,https://www.digitalgov.gov/resources/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:23:19.882444Z,2018-04-28T06:23:27.438163Z,7.555719,a50ec90f-4aac-11e8-b91e-dd89b4d9ac4c,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]004864a9b4ec476abd4bdb312f7068d6,2018-04-28T06:23:19.891061Z,2018-04-28T06:23:27.433579Z,128,7.542518
hrsa.gov,hrsa.gov,https://www.hrsa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:17:20.249505Z,2018-04-28T06:17:22.480638Z,2.231133,ceb324c0-4aab-11e8-abed-6f879d915f00,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]456d0d0643264082b4cc7a8daea6b8f1,2018-04-28T06:17:20.255072Z,2018-04-28T06:17:22.473004Z,128,2.217932
hru.gov,hru.gov,https://hru.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:24:39.467026Z,2018-04-28T06:24:42.375633Z,2.908607,d47e7de7-4aac-11e8-b8fd-3bb2c1401d49,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]9a787bd0a0cc48ed89cc91dbdaced975,2018-04-28T06:24:39.480373Z,2018-04-28T06:24:42.370005Z,128,2.889632
hsr.gov,hsr.gov,https://www.hsr.gov,True,True,https://www.ftc.gov/enforcement/premerger-notification-program,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:22:42.832437Z,2018-04-28T06:22:45.288594Z,2.456157,8ef96801-4aac-11e8-819c-d55675ec3410,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:22:42.845905Z,2018-04-28T06:22:45.28352Z,128,2.437615
hud.gov,hud.gov,https://www.hud.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:18:13.342998Z,2018-04-28T06:18:18.241327Z,4.898329,ee58a577-4aab-11e8-9fed-55d67991912d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]de0cb6fb638740a98402f78337166a04,2018-04-28T06:18:13.353052Z,2018-04-28T06:18:18.234505Z,128,4.881453
hudoig.gov,hudoig.gov,https://www.hudoig.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:18:16.182713Z,2018-04-28T06:18:39.363193Z,23.180480,f009d78c-4aab-11e8-83fc-ab920c182478,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]20147c99928e460a8e04bf50c230b0b7,2018-04-28T06:18:16.191582Z,2018-04-28T06:18:39.358678Z,128,23.167096
huduser.gov,huduser.gov,https://www.huduser.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True,False,,2018-04-28T06:18:17.416143Z,2018-04-28T06:18:22.883164Z,5.467021,f0c62358-4aab-11e8-aa47-b5edc2fba03d,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]7a9232a096824e4198ee7b63aae64343,2018-04-28T06:18:17.453961Z,2018-04-28T06:18:22.879414Z,128,5.425453
humanities.gov,humanities.gov,http://humanities.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,,2018-04-28T06:24:18.811725Z,2018-04-28T06:24:19.818561Z,1.006836,c82ea387-4aac-11e8-a2f6-056071d419c7,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:24:18.819014Z,2018-04-28T06:24:19.814769Z,128,0.995755
hurricanes.gov,hurricanes.gov,https://www.hurricanes.gov,True,True,https://www.nhc.noaa.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False,,2018-04-28T06:13:32.340894Z,2018-04-28T06:14:34.390801Z,62.049907,46db2471-4aab-11e8-97ff-51d37e80cc41,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]103f0a0509234f119a1bb5ae0648d0ec,2018-04-28T06:13:32.355511Z,2018-04-28T06:14:34.385574Z,128,62.030063
hydrogen.gov,hydrogen.gov,http://hydrogen.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,False,True,False,,2018-04-28T06:15:28.147049Z,2018-04-28T06:15:30.935716Z,2.788667,8be1bcdc-4aab-11e8-a454-99bfe0a7d075,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]33d75d9212064d28a4bd40c3079f4b17,2018-04-28T06:15:28.169967Z,2018-04-28T06:15:30.892968Z,128,2.723001
iad.gov,iad.gov,https://www.iad.gov,True,False,,False,True,False,False,True,False,False,True,False,,,False,False,False,False,False,True,True,False,False,,2018-04-28T06:14:24.167993Z,2018-04-28T06:14:56.967906Z,32.799913,65bf514c-4aab-11e8-9e9f-e99efe766e6b,/aws/lambda/task_pshtt,2018/04/28/[$LATEST]eb4062bb1e044ca7bd6f6f33e8cf90dc,2018-04-28T06:14:24.181893Z,2018-04-28T06:14:56.960354Z,128,32.778461
