Domain,Base Domain,Scanned Hostname,Scanned Port,STARTTLS SMTP,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Asserts EV,Trusted for EV,EV Trusted OIDs,EV Trusted Browsers,Is Symantec Cert,Symantec Distrust Date,Errors,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
apps.gov,apps.gov,apps.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-20T18:31:07,2018-06-18T18:31:07,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:35:50.644407Z,2018-04-28T06:35:54.320923Z,3.676516,648bf9d2-4aae-11e8-843e-d98b75b5389b,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:35:50.656638Z,2018-04-28T06:35:54.297535Z,256,3.640897
arc.gov,arc.gov,www.arc.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,False,RSA,2048,sha256,False,False,2016-07-27T18:56:38,2018-07-27T18:56:38,Go Daddy Root Certificate Authority - G2,Go Daddy Root Certificate Authority - G2,True,True,2.16.840.1.114413.1.7.23.3,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:29:40.159145Z,2018-04-28T06:29:44.823853Z,4.664708,87b8e91e-4aad-11e8-8710-0345be0cd762,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:29:40.176859Z,2018-04-28T06:29:44.818995Z,256,4.642136
archives.gov,archives.gov,www.archives.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-03-07T12:46:52,2019-03-07T13:16:50,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:36:42.352592Z,2018-04-28T06:36:46.20935Z,3.856758,835e24ec-4aae-11e8-a606-975ed1e604ab,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:36:42.366869Z,2018-04-28T06:36:46.206113Z,256,3.839244
arctic.gov,arctic.gov,arctic.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2018-04-07T01:08:51,2018-07-06T01:08:51,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:36:57.022485Z,2018-04-28T06:37:00.782936Z,3.760451,8c1c9b1c-4aae-11e8-8818-7d16a38118b8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:36:57.035454Z,2018-04-28T06:37:00.777518Z,256,3.742064
arm.gov,arm.gov,www.arm.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-11-21T00:00:00,2018-12-21T12:00:00,Starfield Class 2 Certification Authority,Amazon Root CA 1,False,False,,,False,,,,2018-04-28T06:30:49.149134Z,2018-04-28T06:30:52.923851Z,3.774717,b0d77ddb-4aad-11e8-99e7-e502781d9961,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:30:49.176899Z,2018-04-28T06:30:52.919119Z,256,3.742220
ars-grin.gov,ars-grin.gov,www.ars-grin.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-12-26T00:00:00,2020-01-02T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:37:28.117726Z,2018-04-28T06:37:35.363861Z,7.246135,9ea52d13-4aae-11e8-930b-11d67d1208f5,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:37:28.131632Z,2018-04-28T06:37:35.359168Z,256,7.227536
arsusda.gov,arsusda.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:28.828195Z,2018-04-28T06:37:28.862792Z,0.034597,9f118316-4aae-11e8-a0cf-73d306568c7d,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:37:28.844791Z,2018-04-28T06:37:28.844859Z,256,0.000068
arts.gov,arts.gov,www.arts.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2015-09-10T17:05:38,2018-09-10T17:05:38,Go Daddy Root Certificate Authority - G2,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:36:53.605003Z,2018-04-28T06:36:57.021372Z,3.416369,8a12e89e-4aae-11e8-b600-3fd0c6bd1c68,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:36:53.616968Z,2018-04-28T06:36:57.017262Z,256,3.400294
asap.gov,asap.gov,asap.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-16T14:16:27,2020-11-16T14:46:26,Entrust.net Secure Server Certification Authority,Entrust.net Certification Authority (2048),False,False,,,False,,,,2018-04-28T06:34:09.955294Z,2018-04-28T06:34:14.487817Z,4.532523,28880e33-4aae-11e8-a0cc-871f0ce78bc9,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:34:09.967025Z,2018-04-28T06:34:14.482659Z,256,4.515634
asc.gov,asc.gov,www.asc.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,True,RSA,2048,sha256,False,False,2017-11-09T00:00:00,2020-12-07T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:29:40.157878Z,2018-04-28T06:29:44.100514Z,3.942636,87b873be-4aad-11e8-8320-35bdf2edaeef,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]204a0355dbf7459bbb13902a3b93c8d0,2018-04-28T06:29:40.176785Z,2018-04-28T06:29:44.097675Z,256,3.920890
asianpacificheritage.gov,asianpacificheritage.gov,asianpacificheritage.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,ECDSA,256,sha256,False,False,2017-12-29T00:00:00,2018-07-07T23:59:59,AddTrust External CA Root,COMODO ECC Certification Authority,False,False,,,False,,,,2018-04-28T06:38:14.030362Z,2018-04-28T06:38:17.760496Z,3.730134,ba02ca22-4aae-11e8-b352-c377e4cf6749,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:38:14.056871Z,2018-04-28T06:38:17.756483Z,256,3.699612
askkaren.gov,askkaren.gov,askkaren.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2016-12-29T14:02:35,2018-12-27T14:32:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:28.831778Z,2018-04-28T06:37:33.748866Z,4.917088,9f121f78-4aae-11e8-83fd-49a9c5a0b48a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:37:28.843327Z,2018-04-28T06:37:33.743816Z,256,4.900489
atcreform.gov,atcreform.gov,www.atcreform.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-08T00:00:00,2018-11-25T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:34:45.449338Z,2018-04-28T06:35:03.108263Z,17.658925,3db00281-4aae-11e8-b3b8-5f6c2eaad8d0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:34:45.462785Z,2018-04-28T06:35:03.104678Z,256,17.641893
atf.gov,atf.gov,www.atf.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-03-25T00:00:00,2018-06-24T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:32:26.121033Z,2018-04-28T06:32:30.236729Z,4.115696,eaa43dee-4aad-11e8-9b38-d336dd706215,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:32:26.133232Z,2018-04-28T06:32:30.21417Z,256,4.080938
atfonline.gov,atfonline.gov,www.atfonline.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,True,False,2018-02-13T21:58:32,2020-05-12T22:28:31,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:32:26.872862Z,2018-04-28T06:32:30.630278Z,3.757416,eb16fcfb-4aad-11e8-b8d7-21643c465218,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:32:26.887261Z,2018-04-28T06:32:30.625846Z,256,3.738585
atvsafety.gov,atvsafety.gov,atvsafety.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-02-15T19:07:01,2019-09-04T14:31:39,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:29:50.338221Z,2018-04-28T06:29:54.479303Z,4.141082,8dc9a52b-4aad-11e8-bef7-63ae4cfb1605,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:29:50.347551Z,2018-04-28T06:29:54.474577Z,256,4.127026
aviationweather.gov,aviationweather.gov,aviationweather.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-13T14:57:01,2018-11-13T19:37:29,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:30:01.503202Z,2018-04-28T06:30:06.962904Z,5.459702,947122cd-4aad-11e8-b682-bbdbca3c910f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:30:01.51673Z,2018-04-28T06:30:06.957446Z,256,5.440716
ayudaconmibanco.gov,ayudaconmibanco.gov,ayudaconmibanco.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:34,2019-11-15T11:06:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:12.020433Z,2018-04-28T06:34:16.356663Z,4.336230,29c32607-4aae-11e8-962a-b9abe0f9a2b5,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:34:12.033276Z,2018-04-28T06:34:16.336554Z,256,4.303278
bam.gov,bam.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:23.18239Z,2018-04-28T06:31:23.19468Z,0.012290,c5208394-4aad-11e8-a4e6-0f70c8ba6a8c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:31:23.192484Z,2018-04-28T06:31:23.192571Z,256,0.000087
bankanswers.gov,bankanswers.gov,bankanswers.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:34,2019-11-15T11:06:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:12.091193Z,2018-04-28T06:34:16.313306Z,4.222113,29cdd497-4aae-11e8-8b54-577baa6795db,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:34:12.096556Z,2018-04-28T06:34:16.306005Z,256,4.209449
bankcustomer.gov,bankcustomer.gov,bankcustomer.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:34,2019-11-15T11:06:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:13.583585Z,2018-04-28T06:34:17.141508Z,3.557923,2ab1cbd7-4aae-11e8-9638-0df1b13913aa,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:34:13.593381Z,2018-04-28T06:34:17.136934Z,256,3.543553
bankcustomerassistance.gov,bankcustomerassistance.gov,bankcustomerassistance.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:34,2019-11-15T11:06:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:14.127202Z,2018-04-28T06:34:18.166221Z,4.039019,2b0dce71-4aae-11e8-9bd1-0d6fafd1c3b2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:34:14.206452Z,2018-04-28T06:34:18.143283Z,256,3.936831
bankhelp.gov,bankhelp.gov,bankhelp.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:34,2019-11-15T11:06:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:14.488897Z,2018-04-28T06:34:18.189114Z,3.700217,2b3be2f3-4aae-11e8-9e93-1920bd84778d,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:34:14.501539Z,2018-04-28T06:34:18.18458Z,256,3.683041
banknet.gov,banknet.gov,banknet.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-09T10:36:52,2019-11-15T11:06:51,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:15.041446Z,2018-04-28T06:34:19.478698Z,4.437252,2b90452e-4aae-11e8-9d47-71877b10b339,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:34:15.055204Z,2018-04-28T06:34:19.473557Z,256,4.418353
bankruptcy.gov,bankruptcy.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:56.240175Z,2018-04-28T06:37:56.257265Z,0.017090,af68409d-4aae-11e8-9e52-c3779269baa3,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:37:56.253342Z,2018-04-28T06:37:56.253446Z,256,0.000104
bats.gov,bats.gov,www.bats.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,True,RSA,2048,sha256,True,False,2016-10-31T17:23:44,2019-10-31T17:53:43,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:32:28.331542Z,2018-04-28T06:32:31.810982Z,3.479440,ebf59d43-4aad-11e8-acfe-47fdbb39eee9,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:32:28.344867Z,2018-04-28T06:32:31.806862Z,256,3.461995
bbg.gov,bbg.gov,www.bbg.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-04-19T00:00:00,2019-04-19T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:29:40.168894Z,2018-04-28T06:29:43.929268Z,3.760374,87b9d333-4aad-11e8-9201-854e6b6f8c54,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:29:40.179338Z,2018-04-28T06:29:43.924327Z,256,3.744989
bcfp.gov,bcfp.gov,bcfp.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2018-02-09T15:22:39,2019-12-16T15:52:38,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:29:44.824811Z,2018-04-28T06:29:49.202015Z,4.377204,8a804643-4aad-11e8-970e-13ff586837d8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:29:44.856785Z,2018-04-28T06:29:49.197483Z,256,4.340698
bea.gov,bea.gov,bea.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,False,RSA,2048,sha256,False,False,2017-02-22T00:00:00,2019-02-22T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:30:02.11196Z,2018-04-28T06:30:11.071962Z,8.960002,94ce36af-4aad-11e8-af6f-5ded49d49c0f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:30:02.123036Z,2018-04-28T06:30:11.06382Z,256,8.940784
bebest.gov,bebest.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:35:14.951179Z,2018-04-28T06:35:14.969153Z,0.017974,4f458106-4aae-11e8-ab45-8b877857e1bf,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:35:14.962782Z,2018-04-28T06:35:14.962842Z,256,0.000060
befoodsafe.gov,befoodsafe.gov,befoodsafe.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2016-12-29T14:02:35,2018-12-27T14:32:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:28.863619Z,2018-04-28T06:37:33.659211Z,4.795592,9f17020c-4aae-11e8-9a4b-673ead60b920,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:37:28.872828Z,2018-04-28T06:37:33.654818Z,256,4.781990
benefits.gov,benefits.gov,benefits.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-13T13:24:08,2018-06-11T13:24:08,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:33:05.53435Z,2018-04-28T06:33:09.012036Z,3.477686,0222573d-4aae-11e8-b3e5-3500b6ee291e,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:33:05.541154Z,2018-04-28T06:33:09.004632Z,256,3.463478
bep.gov,bep.gov,bep.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-07T10:48:30,2020-02-06T11:18:30,Entrust Root Certification Authority - G2,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:15.252975Z,2018-04-28T06:34:19.050171Z,3.797196,2bb076eb-4aae-11e8-9834-0582acbdb95c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:34:15.265408Z,2018-04-28T06:34:19.046128Z,256,3.780720
