Domain,Base Domain,Participates in Analytics,Local Errors,Local Start Time,Local End Time,Local Duration
listenstoyou.gov,listenstoyou.gov,False,,2018-04-28T06:38:36.253392Z,2018-04-28T06:38:36.255437Z,0.002045
listo.gov,listo.gov,True,,2018-04-28T06:38:35.768073Z,2018-04-28T06:38:35.769899Z,0.001826
literacy.gov,literacy.gov,False,,2018-04-28T06:38:36.227487Z,2018-04-28T06:38:36.229848Z,0.002361
llnl.gov,llnl.gov,False,,2018-04-28T06:38:35.678576Z,2018-04-28T06:38:35.678712Z,0.000136
lmvsci.gov,lmvsci.gov,True,,2018-04-28T06:38:35.867928Z,2018-04-28T06:38:35.86986Z,0.001932
loc.gov,loc.gov,False,,2018-04-28T06:38:36.227581Z,2018-04-28T06:38:36.230128Z,0.002547
locatorplus.gov,locatorplus.gov,False,,2018-04-28T06:38:35.730961Z,2018-04-28T06:38:35.732805Z,0.001844
loctps.gov,loctps.gov,False,,2018-04-28T06:38:36.227768Z,2018-04-28T06:38:36.231148Z,0.003380
login.gov,login.gov,True,,2018-04-28T06:38:36.066188Z,2018-04-28T06:38:36.066319Z,0.000131
longtermcare.gov,longtermcare.gov,False,,2018-04-28T06:38:35.731462Z,2018-04-28T06:38:35.73159Z,0.000128
lps.gov,lps.gov,False,,2018-04-28T06:38:36.113524Z,2018-04-28T06:38:36.115758Z,0.002234
lsc.gov,lsc.gov,False,,2018-04-28T06:38:36.084912Z,2018-04-28T06:38:36.085045Z,0.000133
macpac.gov,macpac.gov,False,,2018-04-28T06:38:36.233168Z,2018-04-28T06:38:36.236284Z,0.003116
mail.gov,mail.gov,False,,2018-04-28T06:38:36.183729Z,2018-04-28T06:38:36.186535Z,0.002806
majorityleader.gov,majorityleader.gov,False,,2018-04-28T06:38:36.251247Z,2018-04-28T06:38:36.255996Z,0.004749
majoritywhip.gov,majoritywhip.gov,False,,2018-04-28T06:38:36.25375Z,2018-04-28T06:38:36.258206Z,0.004456
makinghomeaffordable.gov,makinghomeaffordable.gov,False,,2018-04-28T06:38:35.90872Z,2018-04-28T06:38:35.908853Z,0.000133
malwareinvestigator.gov,malwareinvestigator.gov,False,,2018-04-28T06:38:35.804768Z,2018-04-28T06:38:35.804894Z,0.000126
manufacturing.gov,manufacturing.gov,True,,2018-04-28T06:38:35.618282Z,2018-04-28T06:38:35.620371Z,0.002089
marine.gov,marine.gov,False,,2018-04-28T06:38:35.867189Z,2018-04-28T06:38:35.867325Z,0.000136
marinecadastre.gov,marinecadastre.gov,True,,2018-04-28T06:38:35.618404Z,2018-04-28T06:38:35.618657Z,0.000253
max.gov,max.gov,False,,2018-04-28T06:38:35.977843Z,2018-04-28T06:38:35.977978Z,0.000135
mbda.gov,mbda.gov,True,,2018-04-28T06:38:35.619025Z,2018-04-28T06:38:35.621155Z,0.002130
mcc.gov,mcc.gov,True,,2018-04-28T06:38:36.089347Z,2018-04-28T06:38:36.091483Z,0.002136
mcctest.gov,mcctest.gov,False,,2018-04-28T06:38:36.085987Z,2018-04-28T06:38:36.086116Z,0.000129
mda.gov,mda.gov,False,,2018-04-28T06:38:35.942005Z,2018-04-28T06:38:35.945253Z,0.003248
medalofvalor.gov,medalofvalor.gov,False,,2018-04-28T06:38:35.803167Z,2018-04-28T06:38:35.806741Z,0.003574
medicaid.gov,medicaid.gov,True,,2018-04-28T06:38:35.73239Z,2018-04-28T06:38:35.734994Z,0.002604
medicalcountermeasures.gov,medicalcountermeasures.gov,True,,2018-04-28T06:38:35.733272Z,2018-04-28T06:38:35.7334Z,0.000128
medicare.gov,medicare.gov,True,,2018-04-28T06:38:35.734303Z,2018-04-28T06:38:35.734815Z,0.000512
medline.gov,medline.gov,False,,2018-04-28T06:38:35.735191Z,2018-04-28T06:38:35.735318Z,0.000127
medlineplus.gov,medlineplus.gov,True,,2018-04-28T06:38:35.737863Z,2018-04-28T06:38:35.739869Z,0.002006
medpac.gov,medpac.gov,False,,2018-04-28T06:38:36.233482Z,2018-04-28T06:38:36.233601Z,0.000119
mentalhealth.gov,mentalhealth.gov,True,,2018-04-28T06:38:35.736234Z,2018-04-28T06:38:35.736362Z,0.000128
mentor.gov,mentor.gov,False,,2018-04-28T06:38:35.593956Z,2018-04-28T06:38:35.594078Z,0.000122
mesh.gov,mesh.gov,False,,2018-04-28T06:38:35.738544Z,2018-04-28T06:38:35.740577Z,0.002033
mgi.gov,mgi.gov,True,,2018-04-28T06:38:35.621968Z,2018-04-28T06:38:35.623628Z,0.001660
mha.gov,mha.gov,False,,2018-04-28T06:38:35.910801Z,2018-04-28T06:38:35.910939Z,0.000138
militaryconsumer.gov,militaryconsumer.gov,True,,2018-04-28T06:38:36.018644Z,2018-04-28T06:38:36.018776Z,0.000132
mitigationcommission.gov,mitigationcommission.gov,True,,2018-04-28T06:38:35.869182Z,2018-04-28T06:38:35.872957Z,0.003775
mlkday.gov,mlkday.gov,False,,2018-04-28T06:38:35.595814Z,2018-04-28T06:38:35.595945Z,0.000131
mmc.gov,mmc.gov,False,,2018-04-28T06:38:36.089251Z,2018-04-28T06:38:36.091033Z,0.001782
mms.gov,mms.gov,False,,2018-04-28T06:38:35.868051Z,2018-04-28T06:38:35.868177Z,0.000126
mojavedata.gov,mojavedata.gov,True,,2018-04-28T06:38:35.643957Z,2018-04-28T06:38:35.64408Z,0.000123
moneyfactory.gov,moneyfactory.gov,True,,2018-04-28T06:38:35.909969Z,2018-04-28T06:38:35.910105Z,0.000136
moneyfactorystore.gov,moneyfactorystore.gov,True,,2018-04-28T06:38:35.910242Z,2018-04-28T06:38:35.91194Z,0.001698
mrlc.gov,mrlc.gov,True,,2018-04-28T06:38:35.870118Z,2018-04-28T06:38:35.872301Z,0.002183
msb.gov,msb.gov,False,,2018-04-28T06:38:35.912835Z,2018-04-28T06:38:35.914692Z,0.001857
msha.gov,msha.gov,True,,2018-04-28T06:38:35.829935Z,2018-04-28T06:38:35.830066Z,0.000131
mspb.gov,mspb.gov,False,,2018-04-28T06:38:36.085416Z,2018-04-28T06:38:36.085575Z,0.000159
mtbs.gov,mtbs.gov,False,,2018-04-28T06:38:36.166666Z,2018-04-28T06:38:36.167324Z,0.000658
mtmc.gov,mtmc.gov,False,,2018-04-28T06:38:35.646259Z,2018-04-28T06:38:35.646409Z,0.000150
mycreditunion.gov,mycreditunion.gov,True,,2018-04-28T06:38:36.104195Z,2018-04-28T06:38:36.106309Z,0.002114
myfdic.gov,myfdic.gov,False,,2018-04-28T06:38:35.994596Z,2018-04-28T06:38:35.994722Z,0.000126
myira.gov,myira.gov,True,,2018-04-28T06:38:35.911251Z,2018-04-28T06:38:35.911378Z,0.000127
mymedicare.gov,mymedicare.gov,True,,2018-04-28T06:38:35.737386Z,2018-04-28T06:38:35.737513Z,0.000127
mymoney.gov,mymoney.gov,True,,2018-04-28T06:38:35.913549Z,2018-04-28T06:38:35.915918Z,0.002369
mynextmove.gov,mynextmove.gov,False,,2018-04-28T06:38:35.829324Z,2018-04-28T06:38:35.833427Z,0.004103
mypay.gov,mypay.gov,False,,2018-04-28T06:38:35.644494Z,2018-04-28T06:38:35.644626Z,0.000132
myplate.gov,myplate.gov,False,,2018-04-28T06:38:36.165406Z,2018-04-28T06:38:36.1694Z,0.003994
myra.gov,myra.gov,True,,2018-04-28T06:38:35.911615Z,2018-04-28T06:38:35.911754Z,0.000139
myusps.gov,myusps.gov,False,,2018-04-28T06:38:36.185969Z,2018-04-28T06:38:36.187991Z,0.002022
nafri.gov,nafri.gov,True,,2018-04-28T06:38:36.16638Z,2018-04-28T06:38:36.166504Z,0.000124
nagb.gov,nagb.gov,True,,2018-04-28T06:38:35.659055Z,2018-04-28T06:38:35.659185Z,0.000130
namus.gov,namus.gov,True,,2018-04-28T06:38:35.803728Z,2018-04-28T06:38:35.803878Z,0.000150
nano.gov,nano.gov,True,,2018-04-28T06:38:36.108028Z,2018-04-28T06:38:36.110533Z,0.002505
nara-at-work.gov,nara-at-work.gov,False,,2018-04-28T06:38:36.098846Z,2018-04-28T06:38:36.099883Z,0.001037
nara.gov,nara.gov,False,,2018-04-28T06:38:36.099072Z,2018-04-28T06:38:36.100319Z,0.001247
nasa.gov,nasa.gov,True,,2018-04-28T06:38:36.088164Z,2018-04-28T06:38:36.088289Z,0.000125
nationalbank.gov,nationalbank.gov,True,,2018-04-28T06:38:35.912569Z,2018-04-28T06:38:35.912698Z,0.000129
nationalbankhelp.gov,nationalbankhelp.gov,True,,2018-04-28T06:38:35.914542Z,2018-04-28T06:38:35.919218Z,0.004676
nationalbanknet.gov,nationalbanknet.gov,True,,2018-04-28T06:38:35.91323Z,2018-04-28T06:38:35.917089Z,0.003859
nationalchildrensstudy.gov,nationalchildrensstudy.gov,False,,2018-04-28T06:38:35.73932Z,2018-04-28T06:38:35.739455Z,0.000135
nationalgangcenter.gov,nationalgangcenter.gov,True,,2018-04-28T06:38:35.804072Z,2018-04-28T06:38:35.80421Z,0.000138
nationalhousing.gov,nationalhousing.gov,False,,2018-04-28T06:38:35.779053Z,2018-04-28T06:38:35.784203Z,0.005150
nationalhousinglocator.gov,nationalhousinglocator.gov,False,,2018-04-28T06:38:35.77975Z,2018-04-28T06:38:35.781965Z,0.002215
nationalmall.gov,nationalmall.gov,False,,2018-04-28T06:38:35.566174Z,2018-04-28T06:38:35.566306Z,0.000132
nationalmap.gov,nationalmap.gov,True,,2018-04-28T06:38:35.868515Z,2018-04-28T06:38:35.872483Z,0.003968
nationalresourcedirectory.gov,nationalresourcedirectory.gov,False,,2018-04-28T06:38:35.648322Z,2018-04-28T06:38:35.650331Z,0.002009
nationalservice.gov,nationalservice.gov,True,,2018-04-28T06:38:35.594402Z,2018-04-28T06:38:35.594541Z,0.000139
nationalserviceresources.gov,nationalserviceresources.gov,False,,2018-04-28T06:38:35.596249Z,2018-04-28T06:38:35.596384Z,0.000135
nationsreportcard.gov,nationsreportcard.gov,True,,2018-04-28T06:38:35.661571Z,2018-04-28T06:38:35.663503Z,0.001932
nativeamericanheritagemonth.gov,nativeamericanheritagemonth.gov,False,,2018-04-28T06:38:36.227859Z,2018-04-28T06:38:36.231742Z,0.003883
nativeonestop.gov,nativeonestop.gov,False,,2018-04-28T06:38:35.868644Z,2018-04-28T06:38:35.868793Z,0.000149
navycash.gov,navycash.gov,False,,2018-04-28T06:38:35.918123Z,2018-04-28T06:38:35.921604Z,0.003481
nbc.gov,nbc.gov,False,,2018-04-28T06:38:35.871148Z,2018-04-28T06:38:35.871281Z,0.000133
nbib.gov,nbib.gov,False,,2018-04-28T06:38:36.127119Z,2018-04-28T06:38:36.12962Z,0.002501
nbis.gov,nbis.gov,False,,2018-04-28T06:38:35.647314Z,2018-04-28T06:38:35.648766Z,0.001452
nbm.gov,nbm.gov,False,,2018-04-28T06:38:35.992347Z,2018-04-28T06:38:35.995225Z,0.002878
nbrc.gov,nbrc.gov,True,,2018-04-28T06:38:36.117199Z,2018-04-28T06:38:36.11952Z,0.002321
nccs.gov,nccs.gov,False,,2018-04-28T06:38:35.68049Z,2018-04-28T06:38:35.682967Z,0.002477
ncd.gov,ncd.gov,False,,2018-04-28T06:38:36.10597Z,2018-04-28T06:38:36.109557Z,0.003587
ncifcrf.gov,ncifcrf.gov,False,,2018-04-28T06:38:35.738033Z,2018-04-28T06:38:35.738173Z,0.000140
ncirc.gov,ncirc.gov,True,,2018-04-28T06:38:35.806455Z,2018-04-28T06:38:35.812657Z,0.006202
ncix.gov,ncix.gov,False,,2018-04-28T06:38:35.957596Z,2018-04-28T06:38:35.959508Z,0.001912
ncjrs.gov,ncjrs.gov,True,,2018-04-28T06:38:35.805579Z,2018-04-28T06:38:35.807286Z,0.001707
ncpc.gov,ncpc.gov,True,,2018-04-28T06:38:36.103926Z,2018-04-28T06:38:36.104065Z,0.000139
ncpw.gov,ncpw.gov,False,,2018-04-28T06:38:36.020549Z,2018-04-28T06:38:36.022914Z,0.002365
ncr.gov,ncr.gov,False,,2018-04-28T06:38:35.648097Z,2018-04-28T06:38:35.64957Z,0.001473
ncrc.gov,ncrc.gov,False,,2018-04-28T06:38:35.678849Z,2018-04-28T06:38:35.678984Z,0.000135
ncsc.gov,ncsc.gov,False,,2018-04-28T06:38:35.9583Z,2018-04-28T06:38:35.960695Z,0.002395
nctc.gov,nctc.gov,False,,2018-04-28T06:38:35.569955Z,2018-04-28T06:38:35.570089Z,0.000134
ncua.gov,ncua.gov,True,,2018-04-28T06:38:36.104561Z,2018-04-28T06:38:36.108394Z,0.003833
nea.gov,nea.gov,False,,2018-04-28T06:38:36.108814Z,2018-04-28T06:38:36.11103Z,0.002216
neglecteddiseases.gov,neglecteddiseases.gov,True,,2018-04-28T06:38:36.150381Z,2018-04-28T06:38:36.152256Z,0.001875
neh.gov,neh.gov,True,,2018-04-28T06:38:36.107192Z,2018-04-28T06:38:36.107315Z,0.000123
nehrp.gov,nehrp.gov,True,,2018-04-28T06:38:35.619659Z,2018-04-28T06:38:35.622226Z,0.002567
nel.gov,nel.gov,False,,2018-04-28T06:38:36.167914Z,2018-04-28T06:38:36.168055Z,0.000141
nemi.gov,nemi.gov,False,,2018-04-28T06:38:35.869316Z,2018-04-28T06:38:35.869441Z,0.000125
nepa.gov,nepa.gov,False,,2018-04-28T06:38:35.978119Z,2018-04-28T06:38:35.978249Z,0.000130
nersc.gov,nersc.gov,False,,2018-04-28T06:38:35.67965Z,2018-04-28T06:38:35.680915Z,0.001265
networx.gov,networx.gov,False,,2018-04-28T06:38:36.064932Z,2018-04-28T06:38:36.067187Z,0.002255
neup.gov,neup.gov,False,,2018-04-28T06:38:35.680586Z,2018-04-28T06:38:35.683408Z,0.002822
newmoney.gov,newmoney.gov,False,,2018-04-28T06:38:36.006557Z,2018-04-28T06:38:36.011306Z,0.004749
nfpors.gov,nfpors.gov,False,,2018-04-28T06:38:35.872043Z,2018-04-28T06:38:35.875991Z,0.003948
nga.gov,nga.gov,False,,2018-04-28T06:38:36.106459Z,2018-04-28T06:38:36.106591Z,0.000132
ngc.gov,ngc.gov,False,,2018-04-28T06:38:35.740261Z,2018-04-28T06:38:35.740394Z,0.000133
nhl.gov,nhl.gov,False,,2018-04-28T06:38:35.780073Z,2018-04-28T06:38:35.780221Z,0.000148
nhtsa.gov,nhtsa.gov,True,,2018-04-28T06:38:35.942098Z,2018-04-28T06:38:35.946065Z,0.003967
nic.gov,nic.gov,False,,2018-04-28T06:38:36.065066Z,2018-04-28T06:38:36.065194Z,0.000128
nicic.gov,nicic.gov,False,,2018-04-28T06:38:35.806562Z,2018-04-28T06:38:35.809066Z,0.002504
nicsezcheckfbi.gov,nicsezcheckfbi.gov,True,,2018-04-28T06:38:35.806853Z,2018-04-28T06:38:35.806974Z,0.000121
niem.gov,niem.gov,True,,2018-04-28T06:38:35.809713Z,2018-04-28T06:38:35.80988Z,0.000167
nifc.gov,nifc.gov,False,,2018-04-28T06:38:35.870271Z,2018-04-28T06:38:35.870843Z,0.000572
nigc.gov,nigc.gov,False,,2018-04-28T06:38:36.10679Z,2018-04-28T06:38:36.106925Z,0.000135
nih.gov,nih.gov,True,,2018-04-28T06:38:35.738711Z,2018-04-28T06:38:35.740755Z,0.002044
nihseniorhealth.gov,nihseniorhealth.gov,True,,2018-04-28T06:38:35.738856Z,2018-04-28T06:38:35.738988Z,0.000132
nij.gov,nij.gov,True,,2018-04-28T06:38:35.807499Z,2018-04-28T06:38:35.807642Z,0.000143
niosh.gov,niosh.gov,False,,2018-04-28T06:38:35.740909Z,2018-04-28T06:38:35.741048Z,0.000139
nist.gov,nist.gov,True,,2018-04-28T06:38:35.620209Z,2018-04-28T06:38:35.62491Z,0.004701
nitrd.gov,nitrd.gov,True,,2018-04-28T06:38:36.114479Z,2018-04-28T06:38:36.117417Z,0.002938
nixonlibrary.gov,nixonlibrary.gov,True,,2018-04-28T06:38:36.097062Z,2018-04-28T06:38:36.097186Z,0.000124
nlm.gov,nlm.gov,False,,2018-04-28T06:38:35.74146Z,2018-04-28T06:38:35.741598Z,0.000138
nlrb.gov,nlrb.gov,True,,2018-04-28T06:38:36.107058Z,2018-04-28T06:38:36.109171Z,0.002113
nls.gov,nls.gov,False,,2018-04-28T06:38:35.785045Z,2018-04-28T06:38:35.78719Z,0.002145
nmb.gov,nmb.gov,False,,2018-04-28T06:38:36.112371Z,2018-04-28T06:38:36.113756Z,0.001385
nmcourt.fed.us,nmcourt.fed.us,False,,2018-04-28T06:38:36.198477Z,2018-04-28T06:38:36.201391Z,0.002914
nmsc.gov,nmsc.gov,False,,2018-04-28T06:38:35.768209Z,2018-04-28T06:38:35.768484Z,0.000275
nmvtis.gov,nmvtis.gov,False,,2018-04-28T06:38:35.812Z,2018-04-28T06:38:35.813743Z,0.001743
nnlm.gov,nnlm.gov,False,,2018-04-28T06:38:35.742972Z,2018-04-28T06:38:35.744104Z,0.001132
nnss.gov,nnss.gov,False,,2018-04-28T06:38:36.107717Z,2018-04-28T06:38:36.10933Z,0.001613
noaa.gov,noaa.gov,True,,2018-04-28T06:38:35.620937Z,2018-04-28T06:38:35.623014Z,0.002077
notalone.gov,notalone.gov,False,,2018-04-28T06:38:35.983766Z,2018-04-28T06:38:35.983896Z,0.000130
nps.gov,nps.gov,True,,2018-04-28T06:38:35.871939Z,2018-04-28T06:38:35.875793Z,0.003854
nrc-gateway.gov,nrc-gateway.gov,False,,2018-04-28T06:38:36.117844Z,2018-04-28T06:38:36.120382Z,0.002538
nrc.gov,nrc.gov,True,,2018-04-28T06:38:36.118308Z,2018-04-28T06:38:36.120825Z,0.002517
nrd.gov,nrd.gov,True,,2018-04-28T06:38:35.647045Z,2018-04-28T06:38:35.647176Z,0.000131
nrel.gov,nrel.gov,False,,2018-04-28T06:38:35.680003Z,2018-04-28T06:38:35.681603Z,0.001600
nrelhub.gov,nrelhub.gov,False,,2018-04-28T06:38:35.680287Z,2018-04-28T06:38:35.681774Z,0.001487
nro.gov,nro.gov,True,,2018-04-28T06:38:35.648625Z,2018-04-28T06:38:35.651351Z,0.002726
nrojr.gov,nrojr.gov,True,,2018-04-28T06:38:35.648217Z,2018-04-28T06:38:35.649774Z,0.001557
nsa.gov,nsa.gov,False,,2018-04-28T06:38:35.64843Z,2018-04-28T06:38:35.650513Z,0.002083
nsep.gov,nsep.gov,True,,2018-04-28T06:38:35.648528Z,2018-04-28T06:38:35.651169Z,0.002641
nsf.gov,nsf.gov,True,,2018-04-28T06:38:36.110676Z,2018-04-28T06:38:36.110816Z,0.000140
nsopr.gov,nsopr.gov,False,,2018-04-28T06:38:35.808722Z,2018-04-28T06:38:35.808874Z,0.000152
nsopw.gov,nsopw.gov,True,,2018-04-28T06:38:35.810177Z,2018-04-28T06:38:35.810302Z,0.000125
ntia.gov,ntia.gov,False,,2018-04-28T06:38:35.622081Z,2018-04-28T06:38:35.624566Z,0.002485
ntis.gov,ntis.gov,True,,2018-04-28T06:38:35.62236Z,2018-04-28T06:38:35.622489Z,0.000129
ntrc.gov,ntrc.gov,False,,2018-04-28T06:38:35.68039Z,2018-04-28T06:38:35.682023Z,0.001633
ntsb.gov,ntsb.gov,False,,2018-04-28T06:38:36.113617Z,2018-04-28T06:38:36.116234Z,0.002617
nuclear.gov,nuclear.gov,False,,2018-04-28T06:38:35.680682Z,2018-04-28T06:38:35.683848Z,0.003166
nutrition.gov,nutrition.gov,True,,2018-04-28T06:38:36.170469Z,2018-04-28T06:38:36.170603Z,0.000134
nutritionevidencelibrary.gov,nutritionevidencelibrary.gov,False,,2018-04-28T06:38:36.169546Z,2018-04-28T06:38:36.169678Z,0.000132
nvtc.gov,nvtc.gov,False,,2018-04-28T06:38:35.81058Z,2018-04-28T06:38:35.810715Z,0.000135
nwbc.gov,nwbc.gov,False,,2018-04-28T06:38:36.137464Z,2018-04-28T06:38:36.137594Z,0.000130
nwcg.gov,nwcg.gov,False,,2018-04-28T06:38:36.169869Z,2018-04-28T06:38:36.170001Z,0.000132
nwirp.gov,nwirp.gov,False,,2018-04-28T06:38:35.622872Z,2018-04-28T06:38:35.625565Z,0.002693
nwtrb.gov,nwtrb.gov,False,,2018-04-28T06:38:35.680775Z,2018-04-28T06:38:35.684323Z,0.003548
obamalibrary.gov,obamalibrary.gov,True,,2018-04-28T06:38:36.097896Z,2018-04-28T06:38:36.098028Z,0.000132
obamawhitehouse.gov,obamawhitehouse.gov,False,,2018-04-28T06:38:36.099464Z,2018-04-28T06:38:36.102462Z,0.002998
obpr.gov,obpr.gov,False,,2018-04-28T06:38:36.067598Z,2018-04-28T06:38:36.070152Z,0.002554
occ.gov,occ.gov,True,,2018-04-28T06:38:35.914242Z,2018-04-28T06:38:35.918676Z,0.004434
occhelps.gov,occhelps.gov,True,,2018-04-28T06:38:35.914825Z,2018-04-28T06:38:35.915201Z,0.000376
occnet.gov,occnet.gov,False,,2018-04-28T06:38:35.915325Z,2018-04-28T06:38:35.915449Z,0.000124
odci.gov,odci.gov,False,,2018-04-28T06:38:35.570489Z,2018-04-28T06:38:35.5722Z,0.001711
odni.gov,odni.gov,True,,2018-04-28T06:38:35.958513Z,2018-04-28T06:38:35.961081Z,0.002568
oea.gov,oea.gov,True,,2018-04-28T06:38:35.648912Z,2018-04-28T06:38:35.649035Z,0.000123
ofcm.gov,ofcm.gov,False,,2018-04-28T06:38:35.623194Z,2018-04-28T06:38:35.623328Z,0.000134
ofda.gov,ofda.gov,True,,2018-04-28T06:38:36.151091Z,2018-04-28T06:38:36.151222Z,0.000131
ofr.gov,ofr.gov,False,,2018-04-28T06:38:36.215264Z,2018-04-28T06:38:36.219426Z,0.004162
oge.gov,oge.gov,True,,2018-04-28T06:38:36.118988Z,2018-04-28T06:38:36.119118Z,0.000130
ogis.gov,ogis.gov,False,,2018-04-28T06:38:36.09896Z,2018-04-28T06:38:36.100091Z,0.001131
ojjdp.gov,ojjdp.gov,True,,2018-04-28T06:38:35.812317Z,2018-04-28T06:38:35.816284Z,0.003967
ojp.gov,ojp.gov,True,,2018-04-28T06:38:35.811093Z,2018-04-28T06:38:35.81313Z,0.002037
omb.gov,omb.gov,False,,2018-04-28T06:38:35.980364Z,2018-04-28T06:38:35.980504Z,0.000140
ondcp.gov,ondcp.gov,False,,2018-04-28T06:38:35.979375Z,2018-04-28T06:38:35.979506Z,0.000131
onguardonline.gov,onguardonline.gov,False,,2018-04-28T06:38:36.019357Z,2018-04-28T06:38:36.021558Z,0.002201
onhir.gov,onhir.gov,False,,2018-04-28T06:38:35.872152Z,2018-04-28T06:38:35.874831Z,0.002679
onrr.gov,onrr.gov,True,,2018-04-28T06:38:35.872661Z,2018-04-28T06:38:35.872791Z,0.000130
openinternet.gov,openinternet.gov,False,,2018-04-28T06:38:35.990488Z,2018-04-28T06:38:35.992495Z,0.002007
opensource.gov,opensource.gov,False,,2018-04-28T06:38:35.570598Z,2018-04-28T06:38:35.57073Z,0.000132
openworld.gov,openworld.gov,False,,2018-04-28T06:38:36.215368Z,2018-04-28T06:38:36.216845Z,0.001477
opic.gov,opic.gov,False,,2018-04-28T06:38:36.131569Z,2018-04-28T06:38:36.132986Z,0.001417
opioids.gov,opioids.gov,True,,2018-04-28T06:38:35.743261Z,2018-04-28T06:38:35.747803Z,0.004542
opm.gov,opm.gov,True,,2018-04-28T06:38:36.127622Z,2018-04-28T06:38:36.127759Z,0.000137
orau.gov,orau.gov,False,,2018-04-28T06:38:35.681055Z,2018-04-28T06:38:35.68119Z,0.000135
organdonor.gov,organdonor.gov,True,,2018-04-28T06:38:35.743484Z,2018-04-28T06:38:35.744784Z,0.001300
ornl.gov,ornl.gov,False,,2018-04-28T06:38:35.684925Z,2018-04-28T06:38:35.686112Z,0.001187
osac.gov,osac.gov,True,,2018-04-28T06:38:35.838467Z,2018-04-28T06:38:35.840451Z,0.001984
osc.gov,osc.gov,False,,2018-04-28T06:38:36.175197Z,2018-04-28T06:38:36.177962Z,0.002765
oscnet.gov,oscnet.gov,False,,2018-04-28T06:38:36.175304Z,2018-04-28T06:38:36.178446Z,0.003142
osde.gov,osde.gov,False,,2018-04-28T06:38:35.571468Z,2018-04-28T06:38:35.574808Z,0.003340
osha.gov,osha.gov,True,,2018-04-28T06:38:35.829447Z,2018-04-28T06:38:35.829574Z,0.000127
oshrc.gov,oshrc.gov,False,,2018-04-28T06:38:36.118443Z,2018-04-28T06:38:36.11857Z,0.000127
osis.gov,osis.gov,False,,2018-04-28T06:38:35.958928Z,2018-04-28T06:38:35.959054Z,0.000126
osm.gov,osm.gov,False,,2018-04-28T06:38:35.87545Z,2018-04-28T06:38:35.877794Z,0.002344
osmre.gov,osmre.gov,True,,2018-04-28T06:38:35.873093Z,2018-04-28T06:38:35.873227Z,0.000134
osti.gov,osti.gov,True,,2018-04-28T06:38:35.685235Z,2018-04-28T06:38:35.686809Z,0.001574
ostp.gov,ostp.gov,False,,2018-04-28T06:38:35.981615Z,2018-04-28T06:38:35.981751Z,0.000136
ots.gov,ots.gov,True,,2018-04-28T06:38:35.91605Z,2018-04-28T06:38:35.916177Z,0.000127
ourdocuments.gov,ourdocuments.gov,True,,2018-04-28T06:38:36.099275Z,2018-04-28T06:38:36.100927Z,0.001652
ovc.gov,ovc.gov,True,,2018-04-28T06:38:35.811227Z,2018-04-28T06:38:35.811352Z,0.000125
ovcttac.gov,ovcttac.gov,True,,2018-04-28T06:38:35.815271Z,2018-04-28T06:38:35.817389Z,0.002118
oversight.gov,oversight.gov,False,,2018-04-28T06:38:35.59967Z,2018-04-28T06:38:35.599803Z,0.000133
pac.gov,pac.gov,False,,2018-04-28T06:38:36.130521Z,2018-04-28T06:38:36.132002Z,0.001481
pacer.gov,pacer.gov,False,,2018-04-28T06:38:36.19874Z,2018-04-28T06:38:36.198862Z,0.000122
pandemicflu.gov,pandemicflu.gov,False,,2018-04-28T06:38:35.743382Z,2018-04-28T06:38:35.744582Z,0.001200
papahanaumokuakea.gov,papahanaumokuakea.gov,True,,2018-04-28T06:38:35.625987Z,2018-04-28T06:38:35.626118Z,0.000131
patriotbonds.gov,patriotbonds.gov,True,,2018-04-28T06:38:35.916622Z,2018-04-28T06:38:35.916754Z,0.000132
pay.gov,pay.gov,True,,2018-04-28T06:38:35.917233Z,2018-04-28T06:38:35.917362Z,0.000129
paymentaccuracy.gov,paymentaccuracy.gov,False,,2018-04-28T06:38:35.982639Z,2018-04-28T06:38:35.982995Z,0.000356
pbgc.gov,pbgc.gov,True,,2018-04-28T06:38:36.131674Z,2018-04-28T06:38:36.13343Z,0.001756
pci.gov,pci.gov,False,,2018-04-28T06:38:35.981154Z,2018-04-28T06:38:35.98129Z,0.000136
pclob.gov,pclob.gov,True,,2018-04-28T06:38:36.13541Z,2018-04-28T06:38:36.135539Z,0.000129
pdbcecc.gov,pdbcecc.gov,False,,2018-04-28T06:38:36.253924Z,2018-04-28T06:38:36.254057Z,0.000133
peacecorps.gov,peacecorps.gov,True,,2018-04-28T06:38:36.176196Z,2018-04-28T06:38:36.176328Z,0.000132
peacecorpsoig.gov,peacecorpsoig.gov,False,,2018-04-28T06:38:36.190239Z,2018-04-28T06:38:36.19038Z,0.000141
pentagon.gov,pentagon.gov,False,,2018-04-28T06:38:35.65228Z,2018-04-28T06:38:35.652414Z,0.000134
pepfar.gov,pepfar.gov,True,,2018-04-28T06:38:35.838856Z,2018-04-28T06:38:35.838984Z,0.000128
performance.gov,performance.gov,True,,2018-04-28T06:38:36.068293Z,2018-04-28T06:38:36.068424Z,0.000131
phe.gov,phe.gov,False,,2018-04-28T06:38:35.743584Z,2018-04-28T06:38:35.745055Z,0.001471
pic.gov,pic.gov,True,,2018-04-28T06:38:36.066493Z,2018-04-28T06:38:36.066616Z,0.000123
piedrasblancas.gov,piedrasblancas.gov,False,,2018-04-28T06:38:35.87347Z,2018-04-28T06:38:35.873598Z,0.000128
