Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preloaded
100trunc.tlsa.bad.test.dnsops.gov,dnsops.gov,http://100trunc.tlsa.bad.test.dnsops.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
100subvertca.tlsa.bad.test.dnsops.gov,dnsops.gov,http://100subvertca.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,True,True,False,False,,,False,False,False
101host.dns.good.test.dnsops.gov,dnsops.gov,https://101host.dns.good.test.dnsops.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
101.tlsa.good.test.dnsops.gov,dnsops.gov,https://101.tlsa.good.test.dnsops.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
100badcu.tlsa.bad.test.dnsops.gov,dnsops.gov,http://100badcu.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
101rk.cert.bad.test.dnsops.gov,dnsops.gov,http://101rk.cert.bad.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
1.usa.gov,usa.gov,http://www.1.usa.gov,True,False,,False,False,True,False,False,True,False,False,,,False,False,False
101trunc.tlsa.bad.test.dnsops.gov,dnsops.gov,http://101trunc.tlsa.bad.test.dnsops.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
101subvertca.tlsa.bad.test.dnsops.gov,dnsops.gov,http://101subvertca.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,True,True,False,False,,,False,False,False
102.tlsa.good.test.dnsops.gov,dnsops.gov,https://102.tlsa.good.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
10unkhash.tlsa.bad.test.dnsops.gov,dnsops.gov,https://10unkhash.tlsa.bad.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
11111011100.bot.whitehouse.gov,whitehouse.gov,http://11111011100.bot.whitehouse.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
10wronghash.tlsa.bad.test.dnsops.gov,dnsops.gov,https://10wronghash.tlsa.bad.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
110.tlsa.good.test.dnsops.gov,dnsops.gov,https://110.tlsa.good.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
111.tlsa.good.test.dnsops.gov,dnsops.gov,https://111.tlsa.good.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
11111011100.api2.whitehouse.gov,whitehouse.gov,http://11111011100.api2.whitehouse.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
11111011100.dashboard.whitehouse.gov,whitehouse.gov,http://11111011100.dashboard.whitehouse.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
112.tlsa.good.test.dnsops.gov,dnsops.gov,https://112.tlsa.good.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
12landlords.jpl.nasa.gov,nasa.gov,http://12landlords.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
18f.gsa.gov,gsa.gov,https://18f.gsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,True
1861.history.state.gov,state.gov,https://1861.history.state.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31557600; includeSubdomains,31557600,True,False,False
1991.history.state.gov,state.gov,https://1991.history.state.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31557600; includeSubdomains,31557600,True,False,False
1bts.rita.dot.gov,dot.gov,http://1bts.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
1badsel.tlsa.bad.test.dnsops.gov,dnsops.gov,http://1badsel.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
1918.pandemicflu.gov,pandemicflu.gov,http://1918.pandemicflu.gov,True,True,http://www.cdc.gov/flu/,False,False,False,False,False,True,False,False,,,False,False,False
1hashbadsel.tlsa.bad.test.dnsops.gov,dnsops.gov,http://1hashbadsel.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
1c3rs.rita.dot.gov,dot.gov,http://1c3rs.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
1keybadsel.tlsa.bad.test.dnsops.gov,dnsops.gov,http://1keybadsel.tlsa.bad.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
2006-2009.pepfar.gov,pepfar.gov,https://2006-2009.pepfar.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
22222022200.dashboard.whitehouse.gov,whitehouse.gov,http://22222022200.dashboard.whitehouse.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2009-2017.pepfar.gov,pepfar.gov,https://2009-2017.pepfar.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
225.sandia.gov,sandia.gov,http://225.sandia.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
1stop.usgs.gov,usgs.gov,http://1stop.usgs.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False
2bprecise-dev.cc.nih.gov,nih.gov,http://2bprecise-dev.cc.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2c3rs.rita.dot.gov,dot.gov,http://2c3rs.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2bprecise-test.cc.nih.gov,nih.gov,http://2bprecise-test.cc.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2bprecise.cc.nih.gov,nih.gov,http://2bprecise.cc.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2k3staff.foh.hhs.gov,hhs.gov,http://2k3staff.foh.hhs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
30093081.ndc.nasa.gov,nasa.gov,http://30093081.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
11111011100.petitions.whitehouse.gov,whitehouse.gov,https://11111011100.petitions.whitehouse.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
300px.tlsa.good.test.dnsops.gov,dnsops.gov,http://300px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
300rk.tlsa.grey.test.dnsops.gov,dnsops.gov,http://300rk.tlsa.grey.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
300subvertca.tlsa.bad.test.dnsops.gov,dnsops.gov,https://300subvertca.tlsa.bad.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
301px.tlsa.good.test.dnsops.gov,dnsops.gov,http://301px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
301rk.tlsa.grey.test.dnsops.gov,dnsops.gov,http://301rk.tlsa.grey.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
301subvertca.tlsa.bad.test.dnsops.gov,dnsops.gov,https://301subvertca.tlsa.bad.test.dnsops.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
302px.tlsa.good.test.dnsops.gov,dnsops.gov,http://302px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
310px.tlsa.good.test.dnsops.gov,dnsops.gov,http://310px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
21apr.ed.gov,ed.gov,https://21apr.ed.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
311px.tlsa.good.test.dnsops.gov,dnsops.gov,http://311px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
312px.tlsa.good.test.dnsops.gov,dnsops.gov,http://312px.tlsa.good.test.dnsops.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
33admin.moa.noaa.gov,noaa.gov,http://33admin.moa.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
340bpricesubmissions.hrsa.gov,hrsa.gov,http://340bpricesubmissions.hrsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
360.dea.gov,dea.gov,https://360.dea.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False
340bpricing.hrsa.gov,hrsa.gov,https://340bpricing.hrsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
3dmaggs.larc.nasa.gov,nasa.gov,https://3dmaggs.larc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
3dprint.nih.gov,nih.gov,https://3dprint.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
3dr.adlnet.gov,adlnet.gov,http://3dr.adlnet.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
3m3037agmgu001.gmpecl.epa.gov,epa.gov,http://3m3037agmgu001.gmpecl.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
3w04a02-3850r1.nrc.gov,nrc.gov,http://3w04a02-3850r1.nrc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
1ncfo.rita.dot.gov,dot.gov,http://1ncfo.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
400bomgar.ndc.nasa.gov,nasa.gov,http://400bomgar.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
443365-cron.gsa.gov,gsa.gov,http://443365-cron.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2016.export.gov,export.gov,http://2016.export.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
1540.sandia.gov,sandia.gov,http://1540.sandia.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
50.usaid.gov,usaid.gov,http://50.usaid.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
508.nih.gov,nih.gov,https://508.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
2bts.rita.dot.gov,dot.gov,http://2bts.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2k3staff.foh.dhhs.gov,dhhs.gov,http://2k3staff.foh.dhhs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
52weeks4women.nih.gov,nih.gov,http://52weeks4women.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2ncfo.rita.dot.gov,dot.gov,http://2ncfo.rita.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
58000.nih.gov,nih.gov,https://58000.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
5540hq.eeoc.gov,eeoc.gov,http://5540hq.eeoc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
60plus-smokefree.nci.nih.gov,nih.gov,http://60plus-smokefree.nci.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
3d-microbiome.niaid.nih.gov,nih.gov,http://3d-microbiome.niaid.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
60plus.smokefree.nci.nih.gov,nih.gov,http://60plus.smokefree.nci.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
60plus.smokefree.gov,smokefree.gov,https://60plus.smokefree.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False
70was51-sstest.sstest.ustest.dhs.gov,dhs.gov,http://70was51-sstest.sstest.ustest.dhs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-acano-conf.senate.gov,senate.gov,http://a-acano-conf.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-acano-webrtc.senate.gov,senate.gov,https://a-acano-webrtc.senate.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
a-app-l-extwki1.nsf.gov,nsf.gov,http://a-app-l-extwki1.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-app-l-nsfwki1.nsf.gov,nsf.gov,http://a-app-l-nsfwki1.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-app-osb01.ashburn.nsf.gov,nsf.gov,http://a-app-osb01.ashburn.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
72a.gsa.gov,gsa.gov,https://72a.gsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
a-app-s-etl.nsf.gov,nsf.gov,http://a-app-s-etl.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-eds-idmt.senate.gov,senate.gov,http://a-eds-idmt.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-eds-oemc.senate.gov,senate.gov,http://a-eds-oemc.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-listserv1.senate.gov,senate.gov,http://a-ess-listserv1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-mx1.senate.gov,senate.gov,http://a-ess-mx1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-mx2.senate.gov,senate.gov,http://a-ess-mx2.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-pam-ss1.senate.gov,senate.gov,http://a-ess-pam-ss1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-pam-ss1d.senate.gov,senate.gov,http://a-ess-pam-ss1d.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-pam-ss2.senate.gov,senate.gov,http://a-ess-pam-ss2.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-ppmc1.senate.gov,senate.gov,http://a-ess-ppmc1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
2dmsl.cpg.mtmc.gov,mtmc.gov,http://2dmsl.cpg.mtmc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
5gmm.nist.gov,nist.gov,http://5gmm.nist.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False
a-ess-ppwf1.senate.gov,senate.gov,http://a-ess-ppwf1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-ppwf2.senate.gov,senate.gov,http://a-ess-ppwf2.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-sdc2.senate.gov,senate.gov,http://a-ess-sdc2.senate.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
a-ess-sen-awd1.senate.gov,senate.gov,http://a-ess-sen-awd1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-sen-awd1d.senate.gov,senate.gov,http://a-ess-sen-awd1d.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-sen-awd1l.senate.gov,senate.gov,http://a-ess-sen-awd1l.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-sen-le1.senate.gov,senate.gov,http://a-ess-sen-le1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-splunksha.itsec.senate.gov,senate.gov,http://a-ess-splunksha.itsec.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-splunkshb.itsec.senate.gov,senate.gov,http://a-ess-splunkshb.itsec.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-splunkshc.itsec.senate.gov,senate.gov,http://a-ess-splunkshc.itsec.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-wf1.senate.gov,senate.gov,http://a-ess-wf1.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ess-wf2.senate.gov,senate.gov,http://a-ess-wf2.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest1-int.senate.gov,senate.gov,http://a-guest1-int.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest2-int.senate.gov,senate.gov,http://a-guest2-int.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest3-int.senate.gov,senate.gov,http://a-guest3-int.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest4-ext.senate.gov,senate.gov,http://a-guest4-ext.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest5-ext.senate.gov,senate.gov,http://a-guest5-ext.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-guest6-ext.senate.gov,senate.gov,http://a-guest6-ext.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-photo-pics.senate.gov,senate.gov,http://a-photo-pics.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ta-cucmpub-cucmms.senate.gov,senate.gov,http://a-ta-cucmpub-cucmms.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ta-cucmpub-ms.senate.gov,senate.gov,http://a-ta-cucmpub-ms.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ta-cucmpub.senate.gov,senate.gov,http://a-ta-cucmpub.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ta-cucmsub.senate.gov,senate.gov,http://a-ta-cucmsub.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-ta-expresse1.senate.gov,senate.gov,https://a-ta-expresse1.senate.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31556926; includeSubDomains,31556926,True,False,False
a-ta-vcsc.senate.gov,senate.gov,http://a-ta-vcsc.senate.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-wac-w-esp01.awsacpt.nsf.gov,nsf.gov,http://a-wac-w-esp01.awsacpt.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-wac-w-esp02.awsacpt.nsf.gov,nsf.gov,http://a-wac-w-esp02.awsacpt.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-web-s-wwwtst1.nsf.gov,nsf.gov,http://a-web-s-wwwtst1.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-web-s-wwwtst2.nsf.gov,nsf.gov,http://a-web-s-wwwtst2.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-web-solr-01.nsf.gov,nsf.gov,http://a-web-solr-01.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a-web-solr-02.nsf.gov,nsf.gov,http://a-web-solr-02.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a.dev.healthcare.gov,healthcare.gov,http://a.dev.healthcare.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a.imp.healthcare.gov,healthcare.gov,http://a.imp.healthcare.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a.test.healthcare.gov,healthcare.gov,http://a.test.healthcare.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a2e.energy.gov,energy.gov,https://a2e.energy.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False
a2e.pnnl.gov,pnnl.gov,http://a2e.pnnl.gov,True,True,https://a2e.energy.gov/,True,False,False,False,False,False,False,False,,,False,False,False
a2g1adtest.sm.faa.gov,faa.gov,http://a2g1adtest.sm.faa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
a2remotetest.nara.gov,nara.gov,https://a2remotetest.nara.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False
a2vpntest.nara.gov,nara.gov,https://a2vpntest.nara.gov,True,False,,False,True,False,True,True,False,True,False,,,False,False,False
a2zcm1.nara.gov,nara.gov,http://a2zcm1.nara.gov,True,True,,False,False,False,False,True,True,False,False,,,False,False,False
a2zcm5.nara.gov,nara.gov,http://a2zcm5.nara.gov,True,True,,False,False,False,False,True,False,False,False,,,False,False,False
aa.ad.epa.gov,epa.gov,http://aa.ad.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aaap.gsa.gov,gsa.gov,https://aaap.gsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
aab.larc.nasa.gov,nasa.gov,https://aab.larc.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False
aacinquiry-test.fas.gsa.gov,gsa.gov,http://aacinquiry-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
508tac.ahrq.gov,ahrq.gov,http://508tac.ahrq.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aacinquiry.fas.gsa.gov,gsa.gov,http://aacinquiry.fas.gsa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False
aad.archives.gov,archives.gov,https://aad.archives.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
aads.faa.gov,faa.gov,http://aads.faa.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
aah.nlm.nih.gov.nlm.nih.gov,nih.gov,http://aah.nlm.nih.gov.nlm.nih.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aairs.hq.nasa.gov,nasa.gov,http://aairs.hq.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aamail1.nvfel-pmn.epa.gov,epa.gov,http://aamail1.nvfel-pmn.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aamail2.nvfel-pmn.epa.gov,epa.gov,http://aamail2.nvfel-pmn.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aasbs-splunk-test.fas.gsa.gov,gsa.gov,http://aasbs-splunk-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aasbs-splunk.fas.gsa.gov,gsa.gov,http://aasbs-splunk.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
533estimate.gsfc.nasa.gov,nasa.gov,http://533estimate.gsfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aasis.omha.hhs.gov,hhs.gov,https://aasis.omha.hhs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False
abarrslite.ofac.treas.gov,treas.gov,https://abarrslite.ofac.treas.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False
abarrsliteuat.ofac.treas.gov,treas.gov,http://abarrsliteuat.ofac.treas.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
aams.ferc.gov,ferc.gov,http://aams.ferc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
abc.frb.gov,frb.gov,http://abc.frb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
abc.nsf.gov,nsf.gov,http://abc.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
