Domain,Details,Entity,Live?,Redirect?,HTTPS?,Force HTTPS?,HSTS?,HSTS Header
ihaveaplaniowa.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
ijobsiowa.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
il.gov,State/Local Govt,Non-Federal Agency,true,www.www2.illinois.gov,false,false,false,
ilga.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
illinois-history.gov,State/Local Govt,Non-Federal Agency,true,www.illinois.gov,false,false,false,
illinois.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
illinoisattorneygeneral.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
illinoiscourts.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
illinoishistory.gov,State/Local Govt,Non-Federal Agency,true,www.illinois.gov,false,false,false,
ilsos.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
in.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
independencemo.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
indiana.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
indianamotorsports.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
indianaunclaimed.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
indianheadpark-il.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
innocencecommission-nc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
integrateaz.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
investinohio.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
investsmartiowa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
invitationtobid-ohio.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
invitationtobidohio.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowaaging.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
iowaagriculture.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowaattorneygeneral.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowachildsupport.gov,State/Local Govt,Non-Federal Agency,true,secureapp.dhs.state.ia.us,false,false,false,
iowacleanair.gov,State/Local Govt,Non-Federal Agency,true,www.iowadnr.gov,false,false,false,
iowacollegeaid.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
iowacollegeaiddatacenter.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowacore.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
iowacourts.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowaculture.gov,State/Local Govt,Non-Federal Agency,true,culturalaffairs.org,false,false,false,
iowadivisionoflabor.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowadnr.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowadot.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowaelectrical.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowaelevators.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowafinanceauthority.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowafinancialaidapplication.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowaforms.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowafraudfighters.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowagrants.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
iowagreatplaces.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowajnc.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowajqc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowamortgagehelp.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowaosha.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowapib.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowapma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowasmokefreeair.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowastem.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowataxandtags.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowatest.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
iowatitleguaranty.gov,State/Local Govt,Non-Federal Agency,true,iowafinanceauthority.gov,false,false,false,
iowatreasurer.gov,State/Local Govt,Non-Federal Agency,true,treasurer.state.ia.us,false,false,false,
iowaworkcomp.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
iowaworkforcedevelopment.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
jacksonvillenc.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
jasperindiana.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
jerseycitynj.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
jobs4tn.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
jobsfortn.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
kanawhacountywv.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
kansas.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
kansascitymo.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
kansasemployer.gov,State/Local Govt,Non-Federal Agency,true,www.dol.ks.gov,true,false,false,
kansasready.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kansastag.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kcmo.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kdheks.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
keithcountyne.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kentcountymi.gov,State/Local Govt,Non-Federal Agency,true,www.accesskent.com,false,false,true,max-age=31536000; includeSubDomains
kentucky.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kidcentraltennessee.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kidcentraltn.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
kpl.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ks.gov,State/Local Govt,Non-Federal Agency,true,www.kansas.gov,false,false,false,
ksda.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
kshousingcorp.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ksready.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ky.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
la.gov,State/Local Govt,Non-Federal Agency,true,louisiana.gov,false,false,false,
lafaststart.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lafayettela.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lajudicial.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lakecountyfl.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
lakejackson-tx.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lakepark-fl.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lakeparkflorida.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lakesitetn.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lamoine-me.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lancastercountypa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lasvegasnevada.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
lawrenceburg-in.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
leadershipaz.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
leadville-co.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
leesburgva.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
legalnotice-ohio.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
legmt.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lexington-ma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lexingtonma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lgadmi.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lgo-vi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
licensediniowa.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lincolnshireil.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
listovirginia.gov,State/Local Govt,Non-Federal Agency,true,www.vaemergency.gov,false,false,false,
livehealthynevada.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lodi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lodica.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
logantownship-pa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
londonbritaintownship-pa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
longview-wa.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
longviewwa.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
losgatosca.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
loslunasnm.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
loudouncountyva.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
louisiana.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
louisianaentertainment.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
louisianafaststart.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
louisianamap.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
louisianamusic.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
lowell-or.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lowellma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lowerpaxton-pa.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
loxahatcheegrovesfl.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
lynchburgva.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ma.gov,State/Local Govt,Non-Federal Agency,true,www.mass.gov,false,false,false,
mahouse.gov,State/Local Govt,Non-Federal Agency,true,malegislature.gov,false,false,false,
maine.gov,State/Local Govt,Non-Federal Agency,true,www1.maine.gov,true,false,false,
mainedot.gov,State/Local Govt,Non-Federal Agency,true,maine.gov,false,false,false,
maineflu.gov,State/Local Govt,Non-Federal Agency,true,maine.gov,false,false,false,
maineforestservice.gov,State/Local Govt,Non-Federal Agency,true,maine.gov,false,false,false,
mainepublichealth.gov,State/Local Govt,Non-Federal Agency,true,www.maine.gov,false,false,false,
mainequalityforum.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mainerecovery.gov,State/Local Govt,Non-Federal Agency,true,maine.gov,false,false,false,
maineservicecommission.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
majury.gov,State/Local Govt,Non-Federal Agency,true,www.mass.gov,false,false,false,
makingcolorado.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
malegislature.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
malibu-ca.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
manitousprings-co.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mansfield-tx.gov,State/Local Govt,Non-Federal Agency,true,www.mansfieldtexas.gov,false,false,false,
mapwv.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
maricopa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mariettaga.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mariettageorgia.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
marshfield-ma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
maryland.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
marylandcourts.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
marylandhealthconnection.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
marylandsos.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
masenate.gov,State/Local Govt,Non-Federal Agency,true,malegislature.gov,false,false,false,
mass.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
massachusetts.gov,State/Local Govt,Non-Federal Agency,true,www.mass.gov,false,false,false,
masticbeachvillageny.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
matthewsnc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
maurycounty-tn.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mchenry-il.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
md.gov,State/Local Govt,Non-Federal Agency,true,www.maryland.gov,false,false,false,
mdcac.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mdcacdom.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mdcourts.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
me.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
measuretn.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
medcmi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mentormichigan.gov,State/Local Govt,Non-Federal Agency,true,michigan.gov,false,false,false,
mesquitenv.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mgcbmi.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mhb.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mi365.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
miami-fl.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mibusiness1stop.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mibusinessonestop.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mich.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
michigan.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
middlesexboro-nj.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
millenniumbulkeiswa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
millersburgky.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
milton-freewater-or.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
milwaukee.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
minnesota.gov,State/Local Govt,Non-Federal Agency,true,mn.gov,false,false,false,
miramar-fl.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mississippi.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
missouri.gov,State/Local Govt,Non-Federal Agency,true,www.mo.gov,true,false,false,
missouriinvestorprotection.gov,State/Local Govt,Non-Federal Agency,true,sos.mo.gov,false,false,false,
mn.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mncourts.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mndisability.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mndnr.gov,State/Local Govt,Non-Federal Agency,true,dnr.state.mn.us,false,false,false,
mndot.gov,State/Local Govt,Non-Federal Agency,true,dot.state.mn.us,false,false,false,
mnhousing.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mo.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
moapped.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
modot.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
monroecountypa.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
monson-ma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
montana.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
moorecountync.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
moprosecutors.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
moriartynm.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
morton-il.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mountprospect-il.gov,State/Local Govt,Non-Federal Agency,true,www.mountprospect.org,false,false,false,
mountprospectil.gov,State/Local Govt,Non-Federal Agency,true,www.mountprospect.org,false,false,false,
mrcog-nm.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ms.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
mshomehelp.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mslmi.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mspadmi.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mt.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
mundelein-il.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mundytwp-mi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
murraycountyga.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
mvpd.gov,State/Local Govt,Non-Federal Agency,true,mountainview.gov,false,false,false,
myalabama.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
myalaska.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
myflorida.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
myfloridacensus.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
myfloridahouse.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
myhawaii.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
myin.gov,State/Local Govt,Non-Federal Agency,true,in.gov,false,false,false,
myindiana.gov,State/Local Govt,Non-Federal Agency,true,in.gov,false,false,false,
myncretirement.gov,State/Local Govt,Non-Federal Agency,true,nctreasurer.com,false,false,false,
mynevada.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
myohio.gov,State/Local Govt,Non-Federal Agency,true,myohio.oaks.ohio.gov,false,false,false,
mysc.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
mytennessee.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
napa-ca.gov,State/Local Govt,Non-Federal Agency,true,napa-ca.gov,false,false,false,
nashcountync.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nassaucountyny.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
natickma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
natronacounty-wy.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
navasotatx.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncagr.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncbar.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncbroadband.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nccarelink.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
nccertifiedparalegal.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nccivilwar150.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nccob.gov,State/Local Govt,Non-Federal Agency,true,www.nccob.org,false,false,false,
nccpaboard.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nccrimelab.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncdci.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncdcr.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncdenr.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncdhhs.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncdoi.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncdoj.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncdot.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncdps.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
ncesc.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncfindoffender.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncforeclosureprevention.gov,State/Local Govt,Non-Federal Agency,true,m.ncforeclosureprevention.gov,false,false,false,
ncforestproducts.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncforestservice.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncgrants.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncicac.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncisaac.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nclamp.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nclap.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nclawspecialists.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncmortgagehelp.gov,State/Local Govt,Non-Federal Agency,true,ncforeclosureprevention.gov,false,false,false,
nconemap.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncopenbook.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncparks.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncpublicschools.gov,State/Local Govt,Non-Federal Agency,true,www.ncpublicschools.org,false,false,false,
ncrec.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncrecovery.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ncretirement.gov,State/Local Govt,Non-Federal Agency,true,nctreasurer.com,false,false,false,
ncsbe.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
ncsbi.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncsmartgrid.gov,State/Local Govt,Non-Federal Agency,true,energync.net,false,false,false,
ncsta.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ncstatebar.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nctreasurer.gov,State/Local Govt,Non-Federal Agency,true,nctreasurer.com,false,false,false,
ncvision25.gov,State/Local Govt,Non-Federal Agency,true,ncdot.gov,false,false,false,
ncworks.gov,State/Local Govt,Non-Federal Agency,true,,true,true,false,
nd.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
ndcensus.gov,State/Local Govt,Non-Federal Agency,true,www.commerce.nd.gov,false,false,false,
ndcloud.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
ndcourts.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nddatacenter.gov,State/Local Govt,Non-Federal Agency,true,www.commerce.nd.gov,false,false,false,
nddohpressroom.gov,State/Local Govt,Non-Federal Agency,true,ndhan.gov,false,false,false,
ndhan.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ndhealth.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ndpandemicflu.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ndstudies.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
ne.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nebraska.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
nebraskacorn.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nebraskalegislature.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nebraskamap.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nebraskaspending.gov,State/Local Govt,Non-Federal Agency,true,www.statespending.nebraska.gov,false,false,false,
nebraskaunicameral.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nehealthinsuranceinfo.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nelsoncounty-va.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
networkmaryland.gov,State/Local Govt,Non-Federal Agency,true,doit.maryland.gov,false,false,false,
networknebraska.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nevada.gov,State/Local Govt,Non-Federal Agency,true,nv.gov,false,false,false,
nevadaguard.gov,State/Local Govt,Non-Federal Agency,false,www.nv.ngb.army.mil,false,false,false,
nevadahomeagain.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nevadaready.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nevadatreasurer.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
newfieldsnh.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
newhampshire.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
newjersey.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
newjerseybusiness.gov,State/Local Govt,Non-Federal Agency,true,nj.gov,false,false,false,
newjerseyhomekeeper.gov,State/Local Govt,Non-Federal Agency,true,www.njhomekeeper.com,false,false,false,
newmexico.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
newtonma.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
newwindsor-ny.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
newyorkhealth.gov,State/Local Govt,Non-Federal Agency,true,www.health.ny.gov,false,false,false,
nextchaptertn.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nh.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
niagaracounty-ny.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nicholshills-ok.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nj.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nj2.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
njalert.gov,State/Local Govt,Non-Federal Agency,true,ready.nj.gov,false,false,false,
njcancer.gov,State/Local Govt,Non-Federal Agency,true,nj.gov,false,false,false,
njccc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njccr.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njcivilrights.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njconsumeraffairs.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njdoc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njflupandemic.gov,State/Local Govt,Non-Federal Agency,true,nj.gov,false,false,false,
njhas.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njhomekeeper.gov,State/Local Govt,Non-Federal Agency,true,www.njhomekeeper.com,false,false,false,
njhomelandsecurity.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njhousing.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njhousingresourcecenter.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njhrc.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njhumantrafficking.gov,State/Local Govt,Non-Federal Agency,true,nj.gov,false,false,false,
njmeadowlands.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njmedicalboard.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njmvc.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njmvconline.gov,State/Local Govt,Non-Federal Agency,true,state.nj.us,false,false,false,
njohsp.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
njpaad.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njsda.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njsecurities.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
njseniorgold.gov,State/Local Govt,Non-Federal Agency,false,state.nj.us,false,false,false,
njsnap.gov,State/Local Govt,Non-Federal Agency,true,nj.gov,false,false,false,
njspeakup.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njsrgold.gov,State/Local Govt,Non-Federal Agency,true,www.state.nj.us,false,false,false,
njstart.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nm.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
nmag.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
nmcourts.gov,State/Local Govt,Non-Federal Agency,true,,true,false,false,
nmlegis.gov,State/Local Govt,Non-Federal Agency,true,nmlegis.gov,false,false,false,
nmsto.gov,State/Local Govt,Non-Federal Agency,true,,false,false,false,
north-dakota.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
northcarolina.gov,State/Local Govt,Non-Federal Agency,false,,false,false,false,
