Domain,Details,Entity,Live?,Redirect?,HTTPS?,Force HTTPS?,HSTS?,HSTS Header
lauderdalebythesea-fl.gov,City,Non-Federal Agency,true,,false,false,false,
lauderhill-fl.gov,City,Non-Federal Agency,false,,false,false,false,
lauderhillfl.gov,City,Non-Federal Agency,false,,false,false,false,
lavergnetn.gov,City,Non-Federal Agency,true,,false,false,false,
lavernia-tx.gov,City,Non-Federal Agency,true,,false,false,false,
lawrenceburgtn.gov,City,Non-Federal Agency,true,,false,false,false,
lawtonmi.gov,City,Non-Federal Agency,true,,false,false,false,
lbts-fl.gov,City,Non-Federal Agency,true,,false,false,false,
leaguecity-tx.gov,City,Non-Federal Agency,true,,false,false,false,
leaguecitytx.gov,City,Non-Federal Agency,true,,false,false,false,
leandertx.gov,City,Non-Federal Agency,true,,true,false,false,
lebanonct.gov,City,Non-Federal Agency,true,,false,false,false,
lebanonohio.gov,City,Non-Federal Agency,true,,false,false,false,
leclaireiowa.gov,City,Non-Federal Agency,true,,false,false,false,
leedsalabama.gov,City,Non-Federal Agency,true,,false,false,false,
leesburgflorida.gov,City,Non-Federal Agency,true,,true,false,false,
leesvillela.gov,City,Non-Federal Agency,true,,false,false,false,
lehi-ut.gov,City,Non-Federal Agency,true,,false,false,false,
lenexa-ks.gov,City,Non-Federal Agency,true,lenexa.com,false,false,false,
lenoir-nc.gov,City,Non-Federal Agency,false,,false,false,false,
leominster-ma.gov,City,Non-Federal Agency,true,,false,false,false,
leonianj.gov,City,Non-Federal Agency,true,,false,false,false,
leonvalleytexas.gov,City,Non-Federal Agency,true,,false,false,false,
leroytownship-mi.gov,City,Non-Federal Agency,true,,false,false,false,
letsmovebridgeportct.gov,City,Non-Federal Agency,true,,false,false,false,
lewisburgtn.gov,City,Non-Federal Agency,true,,false,false,false,
lewistonmaine.gov,City,Non-Federal Agency,true,,false,false,false,
lexingtonky.gov,City,Non-Federal Agency,true,,false,false,false,
lexingtonnc.gov,City,Non-Federal Agency,true,,false,false,false,
lexingtontn.gov,City,Non-Federal Agency,true,www.lexington-tn.com,false,false,false,
lexingtonva.gov,City,Non-Federal Agency,true,,false,false,false,
lhcaz.gov,City,Non-Federal Agency,true,,false,false,false,
libertylakewa.gov,City,Non-Federal Agency,true,,false,false,false,
limerick-me.gov,City,Non-Federal Agency,false,,false,false,false,
lincolnil.gov,City,Non-Federal Agency,true,,true,false,false,
lindale-tx.gov,City,Non-Federal Agency,true,lindaletx.gov,false,false,false,
lindaletx.gov,City,Non-Federal Agency,true,,false,false,false,
lindenwoldnj.gov,City,Non-Federal Agency,true,,false,false,false,
linndalevillage-oh.gov,City,Non-Federal Agency,true,,false,false,false,
linton-in.gov,City,Non-Federal Agency,false,,false,false,false,
litchfield-nh.gov,City,Non-Federal Agency,true,litchfieldnh.gov,false,false,false,
litchfieldnh.gov,City,Non-Federal Agency,true,,false,false,false,
lockhavenpa.gov,City,Non-Federal Agency,true,,false,false,false,
lockportny.gov,City,Non-Federal Agency,true,,false,false,false,
locustgrove-ga.gov,City,Non-Federal Agency,true,,false,false,false,
loganco.gov,City,Non-Federal Agency,true,www.logancountyco.gov,false,false,false,
loganville-ga.gov,City,Non-Federal Agency,true,,false,false,false,
lomalinda-ca.gov,City,Non-Federal Agency,true,,false,false,false,
loneoaktx.gov,City,Non-Federal Agency,true,,false,false,false,
longbeach.gov,City,Non-Federal Agency,true,,false,false,false,
longbeachny.gov,City,Non-Federal Agency,true,,false,false,false,
longbeachwa.gov,City,Non-Federal Agency,true,,false,false,false,
longhillnj.gov,City,Non-Federal Agency,true,,false,false,false,
longlakemn.gov,City,Non-Federal Agency,true,,false,false,false,
longmontcolorado.gov,City,Non-Federal Agency,true,,true,false,false,
longportnj.gov,City,Non-Federal Agency,true,,false,false,false,
longviewtexas.gov,City,Non-Federal Agency,false,,false,false,false,
longviewtx.gov,City,Non-Federal Agency,false,,false,false,false,
lorenatx.gov,City,Non-Federal Agency,false,,false,false,false,
losaltosca.gov,City,Non-Federal Agency,true,,false,false,false,
losangeles-ca.gov,City,Non-Federal Agency,false,,false,false,false,
losranchosnm.gov,City,Non-Federal Agency,true,,false,false,false,
louisburgkansas.gov,City,Non-Federal Agency,true,,false,false,false,
louisville-ky.gov,City,Non-Federal Agency,true,louisvilleky.gov,false,false,true,max-age=1000
louisvilleco.gov,City,Non-Federal Agency,true,,false,false,false,
louisvilleky.gov,City,Non-Federal Agency,true,,false,false,true,max-age=1000
lovejoy-ga.gov,City,Non-Federal Agency,false,,false,false,false,
lovettsvilleva.gov,City,Non-Federal Agency,true,,false,false,false,
lovington-il.gov,City,Non-Federal Agency,true,,false,false,false,
lowellarkansas.gov,City,Non-Federal Agency,true,,false,false,false,
lowerallowayscreek-nj.gov,City,Non-Federal Agency,true,,false,false,false,
lubbocktx.gov,City,Non-Federal Agency,true,mylubbock.us,false,false,false,
ludington-mi.gov,City,Non-Federal Agency,true,,false,false,false,
lunenburgma.gov,City,Non-Federal Agency,true,,false,false,false,
lyman-me.gov,City,Non-Federal Agency,true,,false,false,false,
lymansc.gov,City,Non-Federal Agency,true,,false,false,false,
lymect.gov,City,Non-Federal Agency,true,,false,false,false,
lymenh.gov,City,Non-Federal Agency,true,,false,false,false,
lyndeboroughnh.gov,City,Non-Federal Agency,true,,false,false,false,
lyndonks.gov,City,Non-Federal Agency,true,,false,false,false,
lynnma.gov,City,Non-Federal Agency,true,,false,false,false,
lynnwoodwa.gov,City,Non-Federal Agency,false,,false,false,false,
lyonstownshipil.gov,City,Non-Federal Agency,true,,false,false,false,
macomb-mi.gov,City,Non-Federal Agency,true,,false,false,false,
maconga.gov,City,Non-Federal Agency,true,,true,false,false,
madeirabeachfl.gov,City,Non-Federal Agency,true,,false,false,false,
madera-ca.gov,City,Non-Federal Agency,true,,false,false,false,
madison-al.gov,City,Non-Federal Agency,false,,false,false,false,
madison-in.gov,City,Non-Federal Agency,true,,false,false,false,
madisonal.gov,City,Non-Federal Agency,true,,true,false,false,
maharishivediccity-iowa.gov,City,Non-Federal Agency,true,,false,false,false,
mahomet-il.gov,City,Non-Federal Agency,false,mail.mahomet-il.gov,false,false,false,
mahwah-nj.gov,City,Non-Federal Agency,true,,false,false,false,
maidennc.gov,City,Non-Federal Agency,false,,false,false,false,
malvernar.gov,City,Non-Federal Agency,true,,false,false,false,
manasquan-nj.gov,City,Non-Federal Agency,true,,false,false,false,
manassasparkva.gov,City,Non-Federal Agency,false,,false,false,false,
manassasva.gov,City,Non-Federal Agency,true,manassascity.org,false,false,false,
manchester-ga.gov,City,Non-Federal Agency,true,,false,false,false,
manchester-vt.gov,City,Non-Federal Agency,true,,false,false,false,
manchesterct.gov,City,Non-Federal Agency,true,,false,false,false,
manchestermd.gov,City,Non-Federal Agency,true,,true,false,false,
manchestermo.gov,City,Non-Federal Agency,true,,false,false,false,
manchesternh.gov,City,Non-Federal Agency,true,,false,false,false,
manisteemi.gov,City,Non-Federal Agency,true,,false,false,false,
mankato-mn.gov,City,Non-Federal Agency,true,,false,false,false,
mankatomn.gov,City,Non-Federal Agency,true,www.mankato-mn.gov,false,false,false,
mansfieldct.gov,City,Non-Federal Agency,true,,false,false,false,
mansfieldga.gov,City,Non-Federal Agency,true,www.mansfieldga.com,false,false,false,
mansfieldtexas.gov,City,Non-Federal Agency,true,,true,true,false,
mansfieldtownship-nj.gov,City,Non-Federal Agency,true,,false,false,false,
mantuatownshipohio.gov,City,Non-Federal Agency,true,,false,false,false,
maplegrovemn.gov,City,Non-Federal Agency,true,,false,false,false,
maplevalleywa.gov,City,Non-Federal Agency,true,,false,false,false,
maranaaz.gov,City,Non-Federal Agency,true,,false,false,false,
marblefallstx.gov,City,Non-Federal Agency,true,,false,false,false,
maricopa-az.gov,City,Non-Federal Agency,true,maricopa-az.gov,false,false,false,
marionky.gov,City,Non-Federal Agency,true,,false,false,false,
marionma.gov,City,Non-Federal Agency,true,,false,false,false,
marionsc.gov,City,Non-Federal Agency,true,,false,false,false,
markesanwi.gov,City,Non-Federal Agency,true,,false,false,false,
marlboro-nj.gov,City,Non-Federal Agency,true,,false,false,false,
marlborough-ma.gov,City,Non-Federal Agency,true,,false,false,false,
marlownh.gov,City,Non-Federal Agency,true,,false,false,false,
maroaillinois.gov,City,Non-Federal Agency,true,,false,false,false,
marshfieldmo.gov,City,Non-Federal Agency,true,,false,false,false,
martinsville-va.gov,City,Non-Federal Agency,true,,false,false,false,
marysvillewa.gov,City,Non-Federal Agency,true,,false,false,false,
maryville-tn.gov,City,Non-Federal Agency,false,,false,false,false,
mashpeema.gov,City,Non-Federal Agency,true,,false,false,false,
mayaguezpr.gov,City,Non-Federal Agency,true,,false,false,false,
mccomb-ms.gov,City,Non-Federal Agency,true,,false,false,false,
mcdonough-ga.gov,City,Non-Federal Agency,true,,false,false,false,
mckeesport-pa.gov,City,Non-Federal Agency,true,,false,false,false,
mckenzietn.gov,City,Non-Federal Agency,true,,true,false,false,
meadowsplacetx.gov,City,Non-Federal Agency,false,,false,false,false,
mechanicvilleny.gov,City,Non-Federal Agency,true,,false,false,false,
medina-wa.gov,City,Non-Federal Agency,true,,false,false,false,
memphistn.gov,City,Non-Federal Agency,true,,false,false,false,
mendon-ma.gov,City,Non-Federal Agency,true,,false,false,false,
mendonma.gov,City,Non-Federal Agency,true,,false,false,false,
menomonie-wi.gov,City,Non-Federal Agency,true,,false,false,false,
mentonealabama.gov,City,Non-Federal Agency,true,,false,false,false,
merchantvillenj.gov,City,Non-Federal Agency,true,,false,false,false,
meridenct.gov,City,Non-Federal Agency,true,www.cityofmeriden.org,false,false,false,
merrimacknh.gov,City,Non-Federal Agency,true,,false,false,false,
mesaaz.gov,City,Non-Federal Agency,true,,false,false,false,
mesillanm.gov,City,Non-Federal Agency,true,,false,false,false,
mesquitetx.gov,City,Non-Federal Agency,true,cityofmesquite.com,true,false,false,
miamibeachfl.gov,City,Non-Federal Agency,true,,false,false,false,
miamigardens-fl.gov,City,Non-Federal Agency,true,,false,false,false,
miamilakes-fl.gov,City,Non-Federal Agency,true,,false,false,false,
miamisprings-fl.gov,City,Non-Federal Agency,true,,false,false,false,
miamitownshipoh.gov,City,Non-Federal Agency,true,,false,false,false,
miamitwpoh.gov,City,Non-Federal Agency,true,,false,false,false,
middletonnh.gov,City,Non-Federal Agency,true,,false,false,false,
middletown-ct.gov,City,Non-Federal Agency,true,,false,false,false,
middletownct.gov,City,Non-Federal Agency,true,,true,false,false,
middletownva.gov,City,Non-Federal Agency,true,,false,false,false,
midlandtexas.gov,City,Non-Federal Agency,true,,false,false,false,
midlothiantx.gov,City,Non-Federal Agency,true,,false,false,false,
midway-nc.gov,City,Non-Federal Agency,false,,false,false,false,
mifflin-oh.gov,City,Non-Federal Agency,true,,false,false,false,
milan-ny.gov,City,Non-Federal Agency,true,,false,false,false,
milanmo.gov,City,Non-Federal Agency,true,,false,false,false,
milford-ct.gov,City,Non-Federal Agency,true,www.ci.milford.ct.us,false,false,false,
milford-de.gov,City,Non-Federal Agency,false,,false,false,false,
milfordne.gov,City,Non-Federal Agency,true,,false,false,false,
millikenco.gov,City,Non-Federal Agency,true,,false,false,false,
millikencolorado.gov,City,Non-Federal Agency,true,,false,false,false,
millingtontn.gov,City,Non-Federal Agency,true,,false,false,false,
millstonenj.gov,City,Non-Federal Agency,true,,false,false,false,
millville-nj.gov,City,Non-Federal Agency,false,,false,false,false,
millvillenj.gov,City,Non-Federal Agency,true,,false,false,false,
milton-wi.gov,City,Non-Federal Agency,true,,false,false,false,
milwaukieoregon.gov,City,Non-Federal Agency,true,,true,false,false,
mineola-ny.gov,City,Non-Federal Agency,true,,false,false,false,
mineralwellstx.gov,City,Non-Federal Agency,true,,false,false,false,
minneapolis-mn.gov,City,Non-Federal Agency,true,,false,false,false,
minneapolismn.gov,City,Non-Federal Agency,true,,false,false,false,
minnetonka-mn.gov,City,Non-Federal Agency,true,eminnetonka.com,false,false,false,
miramarfl.gov,City,Non-Federal Agency,true,,false,false,false,
missionhillsks.gov,City,Non-Federal Agency,true,,false,false,false,
missoula-mt.gov,City,Non-Federal Agency,false,,false,false,false,
missouricitytexas.gov,City,Non-Federal Agency,true,,false,false,false,
missouricitytx.gov,City,Non-Federal Agency,true,,false,false,false,
mitchell-in.gov,City,Non-Federal Agency,true,,false,false,false,
mobile-al.gov,City,Non-Federal Agency,true,,false,false,false,
mocksvillenc.gov,City,Non-Federal Agency,true,,false,false,false,
monroega.gov,City,Non-Federal Agency,true,,false,false,false,
monroemi.gov,City,Non-Federal Agency,true,,false,false,false,
monroetwp-oh.gov,City,Non-Federal Agency,true,,false,false,false,
monroewa.gov,City,Non-Federal Agency,true,,false,false,false,
montague-ma.gov,City,Non-Federal Agency,true,,false,false,false,
montclairca.gov,City,Non-Federal Agency,true,,false,false,false,
montereyma.gov,City,Non-Federal Agency,true,,false,false,false,
montgomeryal.gov,City,Non-Federal Agency,true,,false,false,false,
montgomeryohio.gov,City,Non-Federal Agency,true,,false,false,false,
montgomerytexas.gov,City,Non-Federal Agency,true,,false,false,false,
monticelloin.gov,City,Non-Federal Agency,true,,false,false,false,
moodyalabama.gov,City,Non-Federal Agency,true,,false,false,false,
mooresville-nc.gov,City,Non-Federal Agency,true,,false,false,false,
moorparkca.gov,City,Non-Federal Agency,true,,true,false,false,
morehead-ky.gov,City,Non-Federal Agency,true,,false,false,false,
morgantonnc.gov,City,Non-Federal Agency,true,,false,false,false,
morgantownwv.gov,City,Non-Federal Agency,true,,false,false,false,
moultonboroughnh.gov,City,Non-Federal Agency,true,,false,false,false,
mountainairnm.gov,City,Non-Federal Agency,true,,false,false,false,
mountainhouseca.gov,City,Non-Federal Agency,true,www.mountainhousecsd.org,false,false,false,
mountainpark-ga.gov,City,Non-Federal Agency,true,mountainparkgov.com,false,false,false,
mountainview.gov,City,Non-Federal Agency,true,,false,false,false,
mountcarmeltn.gov,City,Non-Federal Agency,true,,false,false,false,
mountpocono-pa.gov,City,Non-Federal Agency,true,,false,false,false,
mountvernonwa.gov,City,Non-Federal Agency,true,,false,false,false,
mquebradillaspr.gov,City,Non-Federal Agency,true,,false,false,false,
mtcrestedbutte-co.gov,City,Non-Federal Agency,false,,false,false,false,
mtpleasantwi.gov,City,Non-Federal Agency,true,,false,false,false,
mtshastaca.gov,City,Non-Federal Agency,true,,false,false,false,
mukilteowa.gov,City,Non-Federal Agency,false,,false,false,false,
murfreesborotn.gov,City,Non-Federal Agency,true,,false,false,false,
murphysboro-il.gov,City,Non-Federal Agency,true,,false,false,false,
murphytx.gov,City,Non-Federal Agency,true,,false,false,false,
murrayky.gov,City,Non-Federal Agency,true,,false,false,false,
muscatineiowa.gov,City,Non-Federal Agency,true,,false,false,false,
muskegon-mi.gov,City,Non-Federal Agency,true,,true,false,false,
myarlingtontx.gov,City,Non-Federal Agency,false,,false,false,false,
mycolumbus.gov,City,Non-Federal Agency,true,columbus.gov,false,false,false,
mydelraybeachfl.gov,City,Non-Federal Agency,true,mydelraybeach.com,false,false,false,
nagsheadnc.gov,City,Non-Federal Agency,true,,false,false,false,
nanticokecity-pa.gov,City,Non-Federal Agency,true,,false,false,false,
nantucket-ma.gov,City,Non-Federal Agency,true,,false,false,false,
naplescityut.gov,City,Non-Federal Agency,true,,false,false,false,
narragansettri.gov,City,Non-Federal Agency,true,,false,false,false,
nashotah-wi.gov,City,Non-Federal Agency,true,,false,false,false,
nashuanh.gov,City,Non-Federal Agency,true,,false,false,false,
nashville.gov,City,Non-Federal Agency,true,,true,false,false,
natchitochesla.gov,City,Non-Federal Agency,true,,false,false,false,
nationalcityca.gov,City,Non-Federal Agency,true,,false,false,false,
naugatuck-ct.gov,City,Non-Federal Agency,true,,false,false,false,
nbca.gov,City,Non-Federal Agency,true,,false,false,false,
nebraskacityne.gov,City,Non-Federal Agency,true,,false,false,false,
needhamma.gov,City,Non-Federal Agency,true,,false,false,false,
nevadacityca.gov,City,Non-Federal Agency,true,,false,false,false,
nevilleisland-pa.gov,City,Non-Federal Agency,true,,false,false,false,
newbedford-ma.gov,City,Non-Federal Agency,true,,false,false,false,
newbergoregon.gov,City,Non-Federal Agency,true,,true,false,false,
newbostonnh.gov,City,Non-Federal Agency,true,,false,false,false,
newbrightonmn.gov,City,Non-Federal Agency,true,www.ci.new-brighton.mn.us,true,false,false,
newbritainct.gov,City,Non-Federal Agency,true,,false,false,false,
newburgh-in.gov,City,Non-Federal Agency,true,,false,false,false,
newburghhtsoh.gov,City,Non-Federal Agency,true,,false,false,false,
newcanaanct.gov,City,Non-Federal Agency,false,,false,false,false,
newcarrolltonmd.gov,City,Non-Federal Agency,true,,false,false,false,
newcastlepa.gov,City,Non-Federal Agency,false,,false,false,false,
newconcord-oh.gov,City,Non-Federal Agency,true,,false,false,false,
newharmony-in.gov,City,Non-Federal Agency,true,,false,false,false,
newingtonct.gov,City,Non-Federal Agency,true,,false,false,false,
newmarketnh.gov,City,Non-Federal Agency,true,,false,false,false,
newmarlboroughma.gov,City,Non-Federal Agency,true,,false,false,false,
newnanga.gov,City,Non-Federal Agency,true,,false,false,false,
neworleans-la.gov,City,Non-Federal Agency,false,,false,false,false,
neworleansla.gov,City,Non-Federal Agency,false,,false,false,false,
newport-ri.gov,City,Non-Federal Agency,false,,false,false,false,
newportbeach-ca.gov,City,Non-Federal Agency,false,,false,false,false,
newportbeachca.gov,City,Non-Federal Agency,true,,true,false,false,
newportky.gov,City,Non-Federal Agency,true,,false,false,false,
newportnewsva.gov,City,Non-Federal Agency,true,,false,false,false,
newportoregon.gov,City,Non-Federal Agency,true,,false,false,false,
newrichmondwi.gov,City,Non-Federal Agency,true,,false,false,false,
newrussiatownship-oh.gov,City,Non-Federal Agency,true,,true,false,false,
newton-nh.gov,City,Non-Federal Agency,true,,false,false,false,
newtonnc.gov,City,Non-Federal Agency,true,,false,false,false,
newtown-ct.gov,City,Non-Federal Agency,true,,false,false,false,
newtownohio.gov,City,Non-Federal Agency,true,,false,false,false,
newtownpa.gov,City,Non-Federal Agency,false,,false,false,false,
niagarafallsny.gov,City,Non-Federal Agency,false,,false,false,false,
niagarafallsnycarts.gov,City,Non-Federal Agency,true,niagarafallsusa.org,false,false,false,
niles-il.gov,City,Non-Federal Agency,true,www.vniles.com,false,false,false,
nilestwpmi.gov,City,Non-Federal Agency,true,,false,false,false,
nissequogueny.gov,City,Non-Federal Agency,true,,false,false,false,
nixamo.gov,City,Non-Federal Agency,true,,false,false,false,
nnva.gov,City,Non-Federal Agency,true,,true,false,false,
nogalesaz.gov,City,Non-Federal Agency,true,,false,false,false,
nola.gov,City,Non-Federal Agency,true,,true,false,false,
nolensvilletn.gov,City,Non-Federal Agency,true,,false,false,false,
norfolk.gov,City,Non-Federal Agency,true,,false,false,false,
norfolkva.gov,City,Non-Federal Agency,true,norfolk.gov,false,false,false,
normandyparkwa.gov,City,Non-Federal Agency,true,www.ci.normandy-park.wa.us,false,false,false,
normanok.gov,City,Non-Federal Agency,true,,false,false,false,
normanparkga.gov,City,Non-Federal Agency,true,,false,false,false,
norridge-il.gov,City,Non-Federal Agency,true,www.villageofnorridge.com,false,false,false,
northadams-ma.gov,City,Non-Federal Agency,true,,false,false,false,
northamptonma.gov,City,Non-Federal Agency,true,,false,false,false,
northbendwa.gov,City,Non-Federal Agency,true,,false,false,false,
northborough-ma.gov,City,Non-Federal Agency,true,,false,false,false,
northbrunswicknj.gov,City,Non-Federal Agency,true,,false,false,false,
northcantonohio.gov,City,Non-Federal Agency,true,,false,false,false,
northfield-vt.gov,City,Non-Federal Agency,true,,false,false,false,
northfieldvillage-oh.gov,City,Non-Federal Agency,true,,false,false,false,
northhaven-ct.gov,City,Non-Federal Agency,true,,false,false,false,
northhempsteadny.gov,City,Non-Federal Agency,true,,false,false,false,
northlebanontwppa.gov,City,Non-Federal Agency,true,,false,false,false,
northportny.gov,City,Non-Federal Agency,true,,false,false,false,
northprovidenceri.gov,City,Non-Federal Agency,true,,false,false,false,
northreadingma.gov,City,Non-Federal Agency,true,,false,false,false,
northsiouxcity-sd.gov,City,Non-Federal Agency,true,,false,false,false,
northstoningtonct.gov,City,Non-Federal Agency,true,,false,false,false,
northvernon-in.gov,City,Non-Federal Agency,true,,false,false,false,
nortonva.gov,City,Non-Federal Agency,true,,false,false,false,
norwalkca.gov,City,Non-Federal Agency,true,,false,false,false,
norwaymi.gov,City,Non-Federal Agency,true,,false,false,false,
norwood-ma.gov,City,Non-Federal Agency,true,,false,false,false,
norwoodma.gov,City,Non-Federal Agency,true,,false,false,false,
nottingham-nh.gov,City,Non-Federal Agency,true,,false,false,false,
nsidfl.gov,City,Non-Federal Agency,true,,false,false,false,
nyack-ny.gov,City,Non-Federal Agency,true,,false,false,false,
oakbluffsma.gov,City,Non-Federal Agency,true,,false,false,false,
oakham-ma.gov,City,Non-Federal Agency,true,,false,false,false,
oakland-me.gov,City,Non-Federal Agency,false,,false,false,false,
oaklandparkfl.gov,City,Non-Federal Agency,true,oaklandparkfl.org,false,false,false,
oaklawn-il.gov,City,Non-Federal Agency,true,,false,false,false,
oakridgetn.gov,City,Non-Federal Agency,true,,true,false,false,
oakwoodohio.gov,City,Non-Federal Agency,true,,false,false,false,
oberlinkansas.gov,City,Non-Federal Agency,true,,false,false,false,
occoquanva.gov,City,Non-Federal Agency,true,,false,false,false,
oceanawv.gov,City,Non-Federal Agency,false,,false,false,false,
oceancitymd.gov,City,Non-Federal Agency,true,,false,false,false,
oceangate-nj.gov,City,Non-Federal Agency,true,,false,false,false,
oceansprings-ms.gov,City,Non-Federal Agency,true,,false,false,false,
oconomowoc-wi.gov,City,Non-Federal Agency,true,,false,false,false,
ogden-ks.gov,City,Non-Federal Agency,true,,false,false,false,
oldsaybrookct.gov,City,Non-Federal Agency,true,,false,false,false,
oliversprings-tn.gov,City,Non-Federal Agency,true,,false,false,false,
omaha-ne.gov,City,Non-Federal Agency,true,,false,false,false,
opalockafl.gov,City,Non-Federal Agency,true,,false,false,false,
ormondbeach-fl.gov,City,Non-Federal Agency,true,,false,false,false,
orovalleyaz.gov,City,Non-Federal Agency,true,,false,false,false,
osagebeach-mo.gov,City,Non-Federal Agency,true,,false,false,false,
oscodatownshipmi.gov,City,Non-Federal Agency,true,oscodatownshipmi.gov,false,false,false,
othellowa.gov,City,Non-Federal Agency,true,,false,false,false,
otisfieldme.gov,City,Non-Federal Agency,true,,false,false,false,
ottawaks.gov,City,Non-Federal Agency,true,,false,false,false,
oysterbay-ny.gov,City,Non-Federal Agency,false,,false,false,false,
paducahky.gov,City,Non-Federal Agency,true,,false,false,false,
palatka-fl.gov,City,Non-Federal Agency,true,,false,false,false,
palmettobay-fl.gov,City,Non-Federal Agency,true,,true,false,false,
palmsprings-ca.gov,City,Non-Federal Agency,true,,true,false,false,
palmspringsca.gov,City,Non-Federal Agency,true,,false,false,false,
paloshills-il.gov,City,Non-Federal Agency,false,,false,false,false,
panoramavillagetx.gov,City,Non-Federal Agency,true,,false,false,false,
paradisevalleyaz.gov,City,Non-Federal Agency,true,,false,false,false,
paristexas.gov,City,Non-Federal Agency,true,,true,false,false,
paristn.gov,City,Non-Federal Agency,true,,false,false,false,
parkersburgwv.gov,City,Non-Federal Agency,false,,false,false,false,
parkvillemo.gov,City,Non-Federal Agency,true,,false,false,false,
parmaheightsoh.gov,City,Non-Federal Agency,true,,false,false,false,
pasadenaca.gov,City,Non-Federal Agency,true,,false,false,false,
pasadenatx.gov,City,Non-Federal Agency,false,,false,false,false,
pasco-wa.gov,City,Non-Federal Agency,true,,false,false,false,
patagonia-az.gov,City,Non-Federal Agency,true,,false,false,false,
patersonnj.gov,City,Non-Federal Agency,true,,true,false,false,
pawling-ny.gov,City,Non-Federal Agency,false,,false,false,false,
pawneerock-ks.gov,City,Non-Federal Agency,true,,false,false,false,
paxtonfl.gov,City,Non-Federal Agency,true,,false,false,false,
paysonaz.gov,City,Non-Federal Agency,true,,false,false,false,
peabody-ma.gov,City,Non-Federal Agency,true,,false,false,false,
peabodyma.gov,City,Non-Federal Agency,false,,false,false,false,
pearlandtx.gov,City,Non-Federal Agency,true,,false,false,false,
pembroke-ma.gov,City,Non-Federal Agency,true,,false,false,false,
peoriaheights-il.gov,City,Non-Federal Agency,true,www.villageofpeoriaheights.org,false,false,false,
perrytownship-in.gov,City,Non-Federal Agency,true,,false,false,false,
perthamboynj.gov,City,Non-Federal Agency,false,,false,false,false,
petersburgak.gov,City,Non-Federal Agency,true,www.ci.petersburg.ak.us,false,false,false,
petersburgva.gov,City,Non-Federal Agency,true,,false,false,false,
pflugervilletx.gov,City,Non-Federal Agency,true,,false,false,false,
pharr-tx.gov,City,Non-Federal Agency,true,,false,false,false,
phila.gov,City,Non-Federal Agency,true,,false,false,false,
phillipston-ma.gov,City,Non-Federal Agency,true,,false,false,false,
phoenixoregon.gov,City,Non-Federal Agency,true,,false,false,false,
piedmont-ok.gov,City,Non-Federal Agency,true,,false,false,false,
pikevilleky.gov,City,Non-Federal Agency,true,,false,false,false,
pinebluffswy.gov,City,Non-Federal Agency,true,,false,false,false,
pineplains-ny.gov,City,Non-Federal Agency,true,,false,false,false,
pittsboronc.gov,City,Non-Federal Agency,true,,false,false,false,
pittsburgca.gov,City,Non-Federal Agency,true,www.ci.pittsburg.ca.us,false,false,false,
pittsburghpa.gov,City,Non-Federal Agency,true,,false,false,false,
pittsfield-mi.gov,City,Non-Federal Agency,true,,false,false,false,
pittsfieldnh.gov,City,Non-Federal Agency,true,pittsfield-nh.com,false,false,false,
plainfieldnj.gov,City,Non-Federal Agency,true,,false,false,false,
plandomeheights-ny.gov,City,Non-Federal Agency,true,,false,false,false,
pleasantonca.gov,City,Non-Federal Agency,true,,false,false,false,
pleasantontx.gov,City,Non-Federal Agency,false,,false,false,false,
pleasantvalley-ny.gov,City,Non-Federal Agency,true,,false,false,false,
pleasantville-ny.gov,City,Non-Federal Agency,true,,false,false,false,
ploverwi.gov,City,Non-Federal Agency,true,,false,false,false,
plumstead.gov,City,Non-Federal Agency,true,,false,false,false,
plymouth-ma.gov,City,Non-Federal Agency,true,,false,false,false,
plymouthmn.gov,City,Non-Federal Agency,true,,false,false,false,
polkcityia.gov,City,Non-Federal Agency,true,,false,false,false,
pompanobeachfl.gov,City,Non-Federal Agency,true,,false,false,false,
pompey-ny.gov,City,Non-Federal Agency,true,,false,false,false,
poncacityok.gov,City,Non-Federal Agency,true,,false,false,false,
pooler-ga.gov,City,Non-Federal Agency,true,,false,false,false,
poolesvillemd.gov,City,Non-Federal Agency,true,,false,false,false,
poplarbluff-mo.gov,City,Non-Federal Agency,true,,false,false,false,
poquoson-va.gov,City,Non-Federal Agency,true,,false,false,false,
portagewi.gov,City,Non-Federal Agency,true,,false,false,false,
portalesnm.gov,City,Non-Federal Agency,true,,false,false,false,
portarthurtx.gov,City,Non-Federal Agency,true,,false,false,false,
portclinton-oh.gov,City,Non-Federal Agency,true,,false,false,false,
porterville-ca.gov,City,Non-Federal Agency,false,,false,false,false,
portervilleca.gov,City,Non-Federal Agency,true,,false,false,false,
portlandmaine.gov,City,Non-Federal Agency,true,,false,false,false,
portlandoregon.gov,City,Non-Federal Agency,true,,true,false,false,
portlandtx.gov,City,Non-Federal Agency,true,portlandtx.com,false,false,false,
portsmouthvirginia.gov,City,Non-Federal Agency,true,,true,false,false,
pottertwp-pa.gov,City,Non-Federal Agency,true,,false,false,false,
powhatanva.gov,City,Non-Federal Agency,true,,false,false,false,
prairieduchien-wi.gov,City,Non-Federal Agency,true,www.prairieduchien.info,false,false,false,
prairieviewtexas.gov,City,Non-Federal Agency,true,,false,false,false,
prattville-al.gov,City,Non-Federal Agency,true,,false,false,false,
prattvilleal.gov,City,Non-Federal Agency,true,,false,false,false,
