Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
npad.nas.nasa.gov,nasa.gov,http://npad.nas.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
marsoweb.nas.nasa.gov,nasa.gov,https://marsoweb.nas.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
prod.nais.nasa.gov,nasa.gov,https://prod.nais.nasa.gov,True,False,,False,True,True,True,True,False,False,True,max-age=60; includeSubdomains;,60,True,False,False,False,False,False,False
nais.nasa.gov,nasa.gov,http://nais.nasa.gov,True,False,,False,False,False,True,True,True,False,False,,,False,False,False,False,False,False,False
daggr-dev.nas.nasa.gov,nasa.gov,https://daggr-dev.nas.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,False,True
nas.nasa.gov,nasa.gov,https://www.nas.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
people.nas.nasa.gov,nasa.gov,https://people.nas.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,False,True
nasa-mis.nasa.gov,nasa.gov,http://nasa-mis.nasa.gov,True,True,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
nasajobs.nasa.gov,nasa.gov,https://nasajobs.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
nas-vpn.nas.nasa.gov,nasa.gov,http://nas-vpn.nas.nasa.gov,True,False,,False,False,False,True,False,False,False,False,,,False,False,False,False,False,False,False
nasapeople.nasa.gov,nasa.gov,https://nasapeople.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
nasascience.nasa.gov,nasa.gov,http://nasascience.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
costep2.nascom.nasa.gov,nasa.gov,http://costep2.nascom.nasa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
accweb.nascom.nasa.gov,nasa.gov,https://accweb.nascom.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,False,False,True
disc2.nascom.nasa.gov,nasa.gov,http://disc2.nascom.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
laadsweb.nascom.nasa.gov,nasa.gov,http://laadsweb.nascom.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
ladsweb.nascom.nasa.gov,nasa.gov,https://ladsweb.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000,15768000,False,False,False,False,True,True,False
ltdr.nascom.nasa.gov,nasa.gov,http://ltdr.nascom.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
seal.nascom.nasa.gov,nasa.gov,https://seal.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
soho.nascom.nasa.gov,nasa.gov,https://soho.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
sohodata.nascom.nasa.gov,nasa.gov,https://sohodata.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
sohodb.nascom.nasa.gov,nasa.gov,http://sohodb.nascom.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
sohowww.nascom.nasa.gov,nasa.gov,https://sohowww.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
stereo.nascom.nasa.gov,nasa.gov,http://stereo.nascom.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
nasarecycles.nasa.gov,nasa.gov,https://nasarecycles.nasa.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
stereo-lit.nascom.nasa.gov,nasa.gov,https://stereo-lit.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
stereo-ssc.nascom.nasa.gov,nasa.gov,https://stereo-ssc.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
landweb.nascom.nasa.gov,nasa.gov,http://landweb.nascom.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
umbra.nascom.nasa.gov,nasa.gov,http://umbra.nascom.nasa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
msfc.nasa.gov,nasa.gov,http://www.msfc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
vso.nascom.nasa.gov,nasa.gov,http://vso.nascom.nasa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
modaps.nascom.nasa.gov,nasa.gov,http://modaps.nascom.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
xtesof.nascom.nasa.gov,nasa.gov,http://xtesof.nascom.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
zeus.nascom.nasa.gov,nasa.gov,https://zeus.nascom.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
vso1.nascom.nasa.gov,nasa.gov,http://vso1.nascom.nasa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
dp6.nccs.nasa.gov,nasa.gov,http://dp6.nccs.nasa.gov,True,True,,False,False,False,False,True,False,True,False,,,False,False,False,False,True,False,False
esg.nccs.nasa.gov,nasa.gov,http://esg.nccs.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nccs.nasa.gov,nasa.gov,http://www.nccs.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
opendap.nccs.nasa.gov,nasa.gov,http://opendap.nccs.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
portal.nccs.nasa.gov,nasa.gov,http://portal.nccs.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False
portal-dev.nccs.nasa.gov,nasa.gov,http://portal-dev.nccs.nasa.gov,True,False,,False,False,False,False,True,False,True,False,,,False,False,False,False,True,False,False
nasaca.nasa.gov,nasa.gov,http://nasaca.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
progress.nccs.nasa.gov,nasa.gov,http://progress.nccs.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
delphi.nascom.nasa.gov,nasa.gov,http://delphi.nascom.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
esgf.nccs.nasa.gov,nasa.gov,https://esgf.nccs.nasa.gov,True,False,,False,True,False,True,True,False,False,True,max-age=31557600; includeSubdomains;,31557600,True,False,False,False,True,True,True
byss.ndc.nasa.gov,nasa.gov,https://byss.ndc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,False,True
esa.nascom.nasa.gov,nasa.gov,http://esa.nascom.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
c3.ndc.nasa.gov,nasa.gov,https://c3.ndc.nasa.gov,True,False,,False,True,False,True,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,True,True,True
crgis.ndc.nasa.gov,nasa.gov,http://crgis.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ledaps.nascom.nasa.gov,nasa.gov,http://ledaps.nascom.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ledapsweb.nascom.nasa.gov,nasa.gov,http://ledapsweb.nascom.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
dp8.nccs.nasa.gov,nasa.gov,http://dp8.nccs.nasa.gov,True,True,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
gissoutput.nccs.nasa.gov,nasa.gov,http://gissoutput.nccs.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
erbis.ndc.nasa.gov,nasa.gov,http://erbis.ndc.nasa.gov,True,True,,False,False,False,True,False,False,False,False,,,False,False,False,False,False,False,False
fireballs.ndc.nasa.gov,nasa.gov,http://fireballs.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
goes-n-o-p.ndc.nasa.gov,nasa.gov,http://goes-n-o-p.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ksc-lde.ndc.nasa.gov,nasa.gov,http://ksc-lde.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ksc-vets.ndc.nasa.gov,nasa.gov,http://ksc-vets.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
naturalhazards.nasa.gov,nasa.gov,http://naturalhazards.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
mcspud.ndc.nasa.gov,nasa.gov,http://mcspud.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
esdc.ndc.nasa.gov,nasa.gov,http://esdc.ndc.nasa.gov,True,False,,False,False,False,True,False,False,False,False,,,False,False,False,False,False,False,False
mcszulu21.ndc.nasa.gov,nasa.gov,http://mcszulu21.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
elvppg.ndc.nasa.gov,nasa.gov,http://elvppg.ndc.nasa.gov,True,False,,False,False,False,True,False,False,False,False,,,False,False,False,False,False,False,False
ohcm.ndc.nasa.gov,nasa.gov,http://ohcm.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ntr.ndc.nasa.gov,nasa.gov,https://ntr.ndc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000,63072000,False,False,False,False,True,True,True
mail01.ndc.nasa.gov,nasa.gov,http://mail01.ndc.nasa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
mail02.ndc.nasa.gov,nasa.gov,http://mail02.ndc.nasa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
neba.nasa.gov,nasa.gov,https://neba.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
nepp.nasa.gov,nasa.gov,https://nepp.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,True
nef.nasa.gov,nasa.gov,https://nef.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=60; includeSubdomains;,60,True,False,False,False,True,True,False
nesc.nasa.gov,nasa.gov,http://nesc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nescacademy.nasa.gov,nasa.gov,https://nescacademy.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
newfrontiers.nasa.gov,nasa.gov,https://newfrontiers.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=600; includeSubdomains;,600,True,False,False,False,False,False,False
ngst.nasa.gov,nasa.gov,http://ngst.nasa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
nex.nasa.gov,nasa.gov,https://nex.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
trs.nis.nasa.gov,nasa.gov,http://trs.nis.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
maptis.ndc.nasa.gov,nasa.gov,http://maptis.ndc.nasa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
mediastream.ndc.nasa.gov,nasa.gov,http://mediastream.ndc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ndmsxfr01.ndc.nasa.gov,nasa.gov,http://ndmsxfr01.ndc.nasa.gov,True,False,,True,False,False,True,False,False,False,True,max-age=63072000; includeSubdomains,63072000,True,False,False,False,True,False,True
nix.nasa.gov,nasa.gov,https://nix.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=86400,86400,False,False,False,False,True,True,False
nmis.nasa.gov,nasa.gov,http://nmis.nasa.gov,True,True,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
transfer.ndc.nasa.gov,nasa.gov,http://transfer.ndc.nasa.gov,True,False,,True,False,False,True,False,False,False,True,max-age=63072000; includeSubdomains,63072000,True,False,False,False,True,False,True
nisn.nasa.gov,nasa.gov,https://nisn.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False,False,False,False,False
nomadexternal.nasa.gov,nasa.gov,http://nomadexternal.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nsbf.nasa.gov,nasa.gov,https://www.nsbf.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,True,True,True
nhhpc.nasa.gov,nasa.gov,http://www.nhhpc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
streamserver.ndc.nasa.gov,nasa.gov,http://streamserver.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
towerfts.nsbf.nasa.gov,nasa.gov,https://towerfts.nsbf.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
ndl.nasa.gov,nasa.gov,http://ndl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nsc.nasa.gov,nasa.gov,http://nsc.nasa.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31557600,31557600,False,False,False,False,True,False,True
nebula.nasa.gov,nasa.gov,http://nebula.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nmp.nasa.gov,nasa.gov,http://nmp.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nomad.nasa.gov,nasa.gov,http://nomad.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nmo.nasa.gov,nasa.gov,http://nmo.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
answers.nssc.nasa.gov,nasa.gov,https://answers.nssc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
epts.nssc.nasa.gov,nasa.gov,https://epts.nssc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
nsckn.nasa.gov,nasa.gov,https://nsckn.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
esd.nssc.nasa.gov,nasa.gov,http://esd.nssc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nssc.nasa.gov,nasa.gov,https://www.nssc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains; preload,31536000,False,False,False,False,True,True,True
ncip.nssc.nasa.gov,nasa.gov,http://ncip.nssc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
sdc.nssc.nasa.gov,nasa.gov,http://sdc.nssc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
searchpub.nssc.nasa.gov,nasa.gov,https://searchpub.nssc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
wicn.nssc.nasa.gov,nasa.gov,https://wicn.nssc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
academy.nsstc.nasa.gov,nasa.gov,http://academy.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
aces.nsstc.nasa.gov,nasa.gov,http://aces.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
airbornescience.nsstc.nasa.gov,nasa.gov,http://airbornescience.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
ampr.nsstc.nasa.gov,nasa.gov,http://ampr.nsstc.nasa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
amprtest.nsstc.nasa.gov,nasa.gov,http://amprtest.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
f64.nsstc.nasa.gov,nasa.gov,https://f64.nsstc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,True
gammaray.nsstc.nasa.gov,nasa.gov,https://gammaray.nsstc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,True
camex.nsstc.nasa.gov,nasa.gov,http://camex.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
ghcc.nsstc.nasa.gov,nasa.gov,http://ghcc.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ghrc.nsstc.nasa.gov,nasa.gov,https://ghrc.nsstc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
gpm.nsstc.nasa.gov,nasa.gov,http://gpm.nsstc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
gpmtest.nsstc.nasa.gov,nasa.gov,http://gpmtest.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
grip.nsstc.nasa.gov,nasa.gov,http://grip.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
hirad.nsstc.nasa.gov,nasa.gov,http://hirad.nsstc.nasa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
hsrp.nsstc.nasa.gov,nasa.gov,http://hsrp.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
nren.nasa.gov,nasa.gov,https://www.nren.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,False,False,False,False,False,False,True
lance.nsstc.nasa.gov,nasa.gov,https://lance.nsstc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
eptsfiler.nssc.nasa.gov,nasa.gov,http://eptsfiler.nssc.nasa.gov,True,False,,True,False,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,False,True
mork.nsbf.nasa.gov,nasa.gov,http://mork.nsbf.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
lightning.nsstc.nasa.gov,nasa.gov,https://lightning.nsstc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
namma.nsstc.nasa.gov,nasa.gov,http://namma.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
propulsion.nsstc.nasa.gov,nasa.gov,http://propulsion.nsstc.nasa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
mc3e.nsstc.nasa.gov,nasa.gov,http://mc3e.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
rtmm.nsstc.nasa.gov,nasa.gov,http://rtmm.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
robotics.nsstc.nasa.gov,nasa.gov,http://robotics.nsstc.nasa.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
rtmm1.nsstc.nasa.gov,nasa.gov,http://rtmm1.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
scs3.nsstc.nasa.gov,nasa.gov,http://scs3.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
rtmm2.nsstc.nasa.gov,nasa.gov,http://rtmm2.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
branch.nsstc.nasa.gov,nasa.gov,http://branch.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
servir.nsstc.nasa.gov,nasa.gov,http://servir.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
wwwghcc.nsstc.nasa.gov,nasa.gov,http://wwwghcc.nsstc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
tcsp.nsstc.nasa.gov,nasa.gov,http://tcsp.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
thunder.nsstc.nasa.gov,nasa.gov,http://thunder.nsstc.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
ntrs.nasa.gov,nasa.gov,https://ntrs.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=86400,86400,False,False,False,False,True,True,False
observer.nasa.gov,nasa.gov,http://observer.nasa.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
ntr.nasa.gov,nasa.gov,https://ntr.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000,63072000,False,False,False,False,True,True,True
observer1.nasa.gov,nasa.gov,http://observer1.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ghrctest.nsstc.nasa.gov,nasa.gov,https://ghrctest.nsstc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,False,True
oce.nasa.gov,nasa.gov,http://oce.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
oceans.nasa.gov,nasa.gov,http://oceans.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
odin.nasa.gov,nasa.gov,http://odin.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
oig.nasa.gov,nasa.gov,https://oig.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,True,True,True
octpartneringtool.nasa.gov,nasa.gov,http://octpartneringtool.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
nscs.nasa.gov,nasa.gov,http://nscs.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
oedc.nasa.gov,nasa.gov,https://oedc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=60; includeSubdomains;,60,True,False,False,False,True,True,False
optics.nasa.gov,nasa.gov,https://optics.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
open.nasa.gov,nasa.gov,https://open.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
osbp.nasa.gov,nasa.gov,http://osbp.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False
outgassing.nasa.gov,nasa.gov,https://outgassing.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,False,False,True
osdbu.nasa.gov,nasa.gov,http://osdbu.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False
en.pds.nasa.gov,nasa.gov,http://en.pds.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
atmos.pds.nasa.gov,nasa.gov,http://atmos.pds.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
geo.pds.nasa.gov,nasa.gov,http://geo.pds.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
outsidenasa.nasa.gov,nasa.gov,http://outsidenasa.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ppi.pds.nasa.gov,nasa.gov,http://ppi.pds.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
sbn.pds.nasa.gov,nasa.gov,http://sbn.pds.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
people.nasa.gov,nasa.gov,https://people.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=60; includeSubdomains;,60,True,False,False,False,True,True,False
rings.pds.nasa.gov,nasa.gov,http://rings.pds.nasa.gov,True,True,http://pds-rings.seti.org/,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
pigiceshelf.nasa.gov,nasa.gov,http://pigiceshelf.nasa.gov,True,False,,False,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,True
ohp.nasa.gov,nasa.gov,http://ohp.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
plans.nasa.gov,nasa.gov,http://www.plans.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False
planetaryprotection.nasa.gov,nasa.gov,https://planetaryprotection.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,False,True
plasmasphere.nasa.gov,nasa.gov,https://plasmasphere.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,False,True
polls.nasa.gov,nasa.gov,http://polls.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
pmm.nasa.gov,nasa.gov,https://pmm.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
pds.nasa.gov,nasa.gov,http://pds.nasa.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
portal.nasa.gov,nasa.gov,https://portal.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=60; includeSubdomains;,60,True,False,False,False,True,True,False
img.pds.nasa.gov,nasa.gov,http://img.pds.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
prognostics.nasa.gov,nasa.gov,http://prognostics.nasa.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False
