Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
datascience-stage.od.nih.gov,nih.gov,http://datascience-stage.od.nih.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
datascience.nih.gov,nih.gov,https://datascience.nih.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
datascience.nist.gov,nist.gov,https://datascience.nist.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,True
datasharingportal.usgs.gov,usgs.gov,https://datasharingportal.usgs.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
datatest.bls.gov,bls.gov,http://datatest.bls.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dawn.jpl.nasa.gov,nasa.gov,http://dawn.jpl.nasa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dawnblog.jpl.nasa.gov,nasa.gov,http://dawnblog.jpl.nasa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dayton.va.gov,va.gov,http://dayton.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
dbb.defense.gov,defense.gov,http://dbb.defense.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
dbb.dod.afpims.mil,afpims.mil,http://www.dbb.dod.afpims.mil,True,True,,False,False,False,True,True,True,False,,,False,False,False,False,False
dbcalc-cat4.usps.com,usps.com,http://dbcalc-cat4.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dbcalc-sit2.usps.com,usps.com,http://dbcalc-sit2.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dbcalc.usps.com,usps.com,https://dbcalc.usps.com,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dbcalcea.usps.com,usps.com,https://dbcalcea.usps.com,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dbcalcsm.usps.com,usps.com,https://dbcalcsm.usps.com,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dcmo.defense.gov,defense.gov,http://dcmo.defense.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
dcmo.dod.afpims.mil,afpims.mil,http://www.dcmo.dod.afpims.mil,True,True,,False,False,False,True,True,True,False,,,False,False,False,False,False
dcoe.mil,dcoe.mil,http://dcoe.mil,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
ddtrb.larc.nasa.gov,nasa.gov,http://ddtrb.larc.nasa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
de.edit.usembassy.gov,usembassy.gov,https://www.de.edit.usembassy.gov,True,False,,False,True,False,True,True,True,False,,,False,False,False,False,False
de.usembassy.gov,usembassy.gov,https://de.usembassy.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dea.gov,dea.gov,https://www.dea.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,False
dea.usajobs.gov,usajobs.gov,https://dea.usajobs.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000,31536000,False,False,False,False,False
decadal.gsfc.nasa.gov,nasa.gov,http://decadal.gsfc.nasa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
decisionmakers.training.nij.gov,nij.gov,https://decisionmakers.training.nij.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
deepblue.gsfc.nasa.gov,nasa.gov,http://deepblue.gsfc.nasa.gov,True,False,,False,False,False,False,True,False,False,max-age=31536000; includeSubDomains,31536000,False,False,False,False,True
deepimpact.jpl.nasa.gov,nasa.gov,http://deepimpact.jpl.nasa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
deepseacoraldata.noaa.gov,noaa.gov,https://deepseacoraldata.noaa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
deepspace.jpl.nasa.gov,nasa.gov,http://deepspace.jpl.nasa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,True
defense.gov,defense.gov,http://www.defense.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
deltas.usgs.gov,usgs.gov,http://deltas.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
demilo.hq.nasa.gov,nasa.gov,http://demilo.hq.nasa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
demilo.public.hq.nasa.gov,nasa.gov,http://demilo.public.hq.nasa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
demo.cms.doe.gov,doe.gov,http://demo.cms.doe.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
demo.drugabuse.gov,drugabuse.gov,http://demo.drugabuse.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
demo.ecpic.gov,ecpic.gov,https://demo.ecpic.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
demo.nsc.nasa.gov,nasa.gov,http://demo.nsc.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
demo.sep.va.gov,va.gov,http://demo.sep.va.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
denmark.usembassy.gov,usembassy.gov,http://denmark.usembassy.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
denver.va.gov,va.gov,http://www.denver.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
descanso.jpl.nasa.gov,nasa.gov,http://descanso.jpl.nasa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
desertpacific.va.gov,va.gov,http://www.desertpacific.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
desktop.loc.gov,loc.gov,http://desktop.loc.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,True
detroit.feb.gov,feb.gov,https://www.detroit.feb.gov,True,False,,True,True,False,True,False,False,False,"['max-age=31536000', 'max-age=31536000', 'max-age=31536000']",,False,False,False,True,False
detroit.va.gov,va.gov,http://www.detroit.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
dev-adc.nal.usda.gov,usda.gov,http://dev-adc.nal.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-alaska.wr.usgs.gov,usgs.gov,http://dev-alaska.wr.usgs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-aloha.gsa.gov,gsa.gov,http://dev-aloha.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-cns.usps.com,usps.com,http://dev-cns.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-earthquake.cr.usgs.gov,usgs.gov,http://dev-earthquake.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev-financeweb.gsa.gov,gsa.gov,http://dev-financeweb.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-geomag.cr.usgs.gov,usgs.gov,http://dev-geomag.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev-iiskc6.ocfo.gsa.gov,gsa.gov,http://dev-iiskc6.ocfo.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-informeddelivery.usps.com,usps.com,http://dev-informeddelivery.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-landslides.cr.usgs.gov,usgs.gov,http://dev-landslides.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev-m.usps.com,usps.com,http://dev-m.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-my.uscis.dhs.gov,dhs.gov,http://dev-my.uscis.dhs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-my.usps.com,usps.com,http://dev-my.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-oedci-jboss-1.etc.uspto.gov,uspto.gov,http://dev-oedci-jboss-1.etc.uspto.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-realmail.usps.com,usps.com,http://dev-realmail.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-retail-pi.usps.com,usps.com,http://dev-retail-pi.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-tools.usps.com,usps.com,http://dev-tools.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-toxics.usgs.gov,usgs.gov,http://dev-toxics.usgs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-volcanoes.usgs.gov,usgs.gov,http://dev-volcanoes.usgs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-www.bja.gov,bja.gov,http://dev-www.bja.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-www.faa.gov,faa.gov,https://dev-www.faa.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dev-www.ojjdp.gov,ojjdp.gov,http://dev-www.ojjdp.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev-www.usgs.gov,usgs.gov,http://dev-www.usgs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.alertaenlinea.gov,alertaenlinea.gov,http://dev.alertaenlinea.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.cms.doe.gov,doe.gov,http://dev.cms.doe.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.cnrfc.noaa.gov,noaa.gov,http://dev.cnrfc.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.contentstage.ed.gov,ed.gov,http://dev.contentstage.ed.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.disasterassistance.gov,disasterassistance.gov,http://dev.disasterassistance.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.doleta.gov,doleta.gov,http://dev.doleta.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.gesdisc.eosdis.nasa.gov,nasa.gov,http://dev.gesdisc.eosdis.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.grants.nih.gov,nih.gov,http://dev.grants.nih.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.health.gov,health.gov,http://dev.health.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev.healthfinder.gov,healthfinder.gov,http://dev.healthfinder.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
dev.invasivespeciesinfo.gov,invasivespeciesinfo.gov,http://dev.invasivespeciesinfo.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.j1visa.state.gov,state.gov,https://dev.j1visa.state.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
dev.madis.ncep.noaa.gov,noaa.gov,http://dev.madis.ncep.noaa.gov,True,False,,False,False,False,True,True,False,False,,,False,False,False,False,True
dev.marinecadastre.gov,marinecadastre.gov,http://dev.marinecadastre.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.ncdc.noaa.gov,noaa.gov,http://dev.ncdc.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.nfc.usda.gov,usda.gov,http://dev.nfc.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.nids.noaa.gov,noaa.gov,http://dev.nids.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.niehs.nih.gov,nih.gov,http://dev.niehs.nih.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.nrcs.usda.gov,usda.gov,http://dev.nrcs.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.nsf.gov,nsf.gov,http://dev.nsf.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.onguardonline.gov,onguardonline.gov,http://dev.onguardonline.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.research.archives.gov,archives.gov,https://dev.research.archives.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
dev.sam.gov,sam.gov,https://dev.sam.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dev.trade.gov,trade.gov,http://dev.trade.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.ttbonline.gov,ttbonline.gov,http://dev.ttbonline.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.unlocktalent.gov,unlocktalent.gov,http://dev.unlocktalent.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.usajobs.gov,usajobs.gov,http://dev.usajobs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.usda.gov,usda.gov,http://dev.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.usembassy.gov,usembassy.gov,https://www.dev.usembassy.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
dev.vets.gov,vets.gov,https://www.dev.vets.gov,True,False,,False,True,False,True,False,True,False,,,False,False,False,False,False
dev.wrh.noaa.gov,noaa.gov,http://dev.wrh.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev.www.usammda.army.mil,army.mil,http://dev.www.usammda.army.mil,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev01-acquisition.cr.usgs.gov,usgs.gov,http://dev01-acquisition.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev01-application01.cr.usgs.gov,usgs.gov,http://dev01-application01.cr.usgs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev01-earthquake.cr.usgs.gov,usgs.gov,http://dev01-earthquake.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev02-acquisition.cr.usgs.gov,usgs.gov,http://dev02-acquisition.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev02-earthquake.cr.usgs.gov,usgs.gov,http://dev02-earthquake.cr.usgs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dev1.wrh.noaa.gov,noaa.gov,http://dev1.wrh.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dev2.nrcs.usda.gov,usda.gov,http://dev2.nrcs.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
deva.npdb.hrsa.gov,hrsa.gov,http://deva.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devastoweb.wip.gsa.gov,gsa.gov,http://devastoweb.wip.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devb-iqrs.npdb.hrsa.gov,hrsa.gov,http://devb-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devb.npdb.hrsa.gov,hrsa.gov,http://devb.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devc-iqrs.npdb.hrsa.gov,hrsa.gov,http://devc-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devc.npdb.hrsa.gov,hrsa.gov,http://devc.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devd-iqrs.npdb.hrsa.gov,hrsa.gov,http://devd-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devd.npdb.hrsa.gov,hrsa.gov,http://devd.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
deve-iqrs.npdb.hrsa.gov,hrsa.gov,http://deve-iqrs.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
deve.npdb.hrsa.gov,hrsa.gov,http://deve.npdb.hrsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
developer-fqt.etc.uspto.gov,uspto.gov,https://developer-fqt.etc.uspto.gov,True,False,,False,True,False,True,True,False,False,max-age=1000; includeSubDomains,1000,False,False,False,False,True
developer-pvt.etc.uspto.gov,uspto.gov,https://developer-pvt.etc.uspto.gov,True,False,,False,True,False,True,True,False,False,max-age=1000; includeSubDomains,1000,False,False,False,False,True
developer-sit.etc.uspto.gov,uspto.gov,http://developer-sit.etc.uspto.gov,True,True,,False,False,False,False,True,False,False,,,False,False,False,False,True
developer.dol.gov,dol.gov,http://developer.dol.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
developer.epa.gov,epa.gov,https://developer.epa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
developer.irisdev.ncep.noaa.gov,noaa.gov,http://developer.irisdev.ncep.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
developer.uspto.gov,uspto.gov,https://developer.uspto.gov,True,False,,True,True,False,True,False,False,True,max-age=1000; includeSubDomains,1000,True,False,False,False,True
development.cnss.gov,cnss.gov,http://development.cnss.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
development.iad.gov,iad.gov,http://development.iad.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devfs.ess.usda.gov,usda.gov,http://devfs.ess.usda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devgrchistory.grc.nasa.gov,nasa.gov,http://devgrchistory.grc.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devilslake.noaa.gov,noaa.gov,http://www.devilslake.noaa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
devnavy.dmaana.dma.mil,dma.mil,http://devnavy.dmaana.dma.mil,True,True,,False,False,False,True,True,False,False,,,False,False,False,False,True
devpx-custreg.usps.com,usps.com,http://devpx-custreg.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devpx-reg.usps.com,usps.com,http://devpx-reg.usps.com,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devtest.lewis-mcchord.army.mil,army.mil,http://devtest.lewis-mcchord.army.mil,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devwebapps.nwfsc.noaa.gov,noaa.gov,http://devwebapps.nwfsc.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
devwww11.nwfsc.noaa.gov,noaa.gov,http://devwww11.nwfsc.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dewscmsp.psb.bls.gov,bls.gov,http://dewscmsp.psb.bls.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dewscmspreview.psb.bls.gov,bls.gov,http://dewscmspreview.psb.bls.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dewscmst.psb.bls.gov,bls.gov,http://dewscmst.psb.bls.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dfas.usajobs.gov,usajobs.gov,https://www.dfas.usajobs.gov,True,False,,False,True,False,True,True,True,False,max-age=31536000,31536000,False,False,False,False,False
dgov.dod.afpimsstaging.mil,afpimsstaging.mil,http://www.dgov.dod.afpimsstaging.mil,True,True,,False,False,False,True,True,True,False,,,False,False,False,False,False
dha.mil,dha.mil,http://dha.mil,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
dhahran.usconsulate.gov,usconsulate.gov,http://dhahran.usconsulate.gov,True,True,https://sa.usembassy.gov/embassy-consulates/dhahran/,False,False,False,True,True,False,False,,,False,False,False,False,True
dhaka.usembassy.gov,usembassy.gov,https://dhaka.usembassy.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
dhs-dev.fas.gsa.gov,gsa.gov,http://dhs-dev.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dhs-test.fas.gsa.gov,gsa.gov,http://dhs-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dhs.gov,dhs.gov,https://www.dhs.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
dhs.usajobs.gov,usajobs.gov,https://dhs.usajobs.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000,31536000,False,False,False,False,False
dhsadvantage.gsa.gov,gsa.gov,https://www.dhsadvantage.gsa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
diablo.cnrfc.noaa.gov,noaa.gov,http://diablo.cnrfc.noaa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dieteticinternship.va.gov,va.gov,http://www.dieteticinternship.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
digitalgov.gov,digitalgov.gov,http://www.digitalgov.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
digitallibraryadmin.ba.ad.ssa.gov,ssa.gov,http://digitallibraryadmin.ba.ad.ssa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
digitop-nal-usda-gov.d2.nal.usda.gov,usda.gov,http://www.digitop-nal-usda-gov.d2.nal.usda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
digitop.nal.usda.gov,usda.gov,https://www.digitop.nal.usda.gov,True,False,,False,True,False,False,False,True,False,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False
digitop.nal.usda.gov.d2.nal.usda.gov,usda.gov,http://www.digitop.nal.usda.gov.d2.nal.usda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
diplomacy.state.gov,state.gov,http://diplomacy.state.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,True
dirac.nist.gov,nist.gov,http://dirac.nist.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
direct.ed.gov,ed.gov,http://direct.ed.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
director.gsfc.nasa.gov,nasa.gov,http://director.gsfc.nasa.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,True
directorsblog.blogs.census.gov,census.gov,http://directorsblog.blogs.census.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
directory.treas.gov,treas.gov,http://directory.treas.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
directreadout.noaa.gov,noaa.gov,http://directreadout.noaa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dirt.mojavedata.gov,mojavedata.gov,http://dirt.mojavedata.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,True
disa.mil,disa.mil,http://disa.mil,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
disa.mil.apps.gcds.disa.mil,disa.mil,http://www.disa.mil.apps.gcds.disa.mil,True,False,,False,False,False,False,True,True,False,,,False,False,False,True,False
disability.gov,disability.gov,https://www.disability.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
disaster.fsa.usda.gov,usda.gov,http://disaster.fsa.usda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,True
disaster.nlm.nih.gov,nih.gov,https://disaster.nlm.nih.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,True
disasterassistance.gov,disasterassistance.gov,https://www.disasterassistance.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
disasterinfo.nlm.nih.gov,nih.gov,https://disasterinfo.nlm.nih.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,False,False,True
disc.gsfc.nasa.gov,nasa.gov,http://disc.gsfc.nasa.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,True
disc.sci.gsfc.nasa.gov,nasa.gov,http://disc.sci.gsfc.nasa.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,True
discoverjpl.jpl.nasa.gov,nasa.gov,http://discoverjpl.jpl.nasa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,True
discovery.gsa.gov,gsa.gov,https://discovery.gsa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,True
discovery.larc.nasa.gov,nasa.gov,http://discovery.larc.nasa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
discovery.msfc.nasa.gov,nasa.gov,http://discovery.msfc.nasa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
discovery.nasa.gov,nasa.gov,http://discovery.nasa.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
discoverynewfrontiers-dev-alpha.nasa.gov,nasa.gov,http://discoverynewfrontiers-dev-alpha.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
discoverynewfrontiers-dev.msfc.nasa.gov,nasa.gov,http://discoverynewfrontiers-dev.msfc.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
discoverynewfrontiers-staging.msfc.nasa.gov,nasa.gov,http://discoverynewfrontiers-staging.msfc.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
discoverynewfrontiers.nasa.gov,nasa.gov,https://discoverynewfrontiers.nasa.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,True
diseasemaps.usgs.gov,usgs.gov,http://diseasemaps.usgs.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,True
disposal.gsa.gov,gsa.gov,http://disposal.gsa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
dist01test.gravite.gov,gravite.gov,http://dist01test.gravite.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dist01test2.gravite.gov,gravite.gov,http://dist01test2.gravite.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
distracteddriving.gov,distracteddriving.gov,http://www.distracteddriving.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
distraction.gov,distraction.gov,http://www.distraction.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
diversity.defense.gov,defense.gov,http://diversity.defense.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,True
diversity.dod.afpims.mil,afpims.mil,http://www.diversity.dod.afpims.mil,True,True,,False,False,False,True,True,True,False,,,False,False,False,False,False
diversity.va.gov,va.gov,http://www.diversity.va.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
djibouti.usembassy.gov,usembassy.gov,http://djibouti.usembassy.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,True
dk.edit.usembassy.gov,usembassy.gov,https://www.dk.edit.usembassy.gov,True,False,,False,True,False,True,True,True,False,,,False,False,False,False,False
dlmf.nist.gov,nist.gov,http://dlmf.nist.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,True
dlnrover.grc.nasa.gov,nasa.gov,https://dlnrover.grc.nasa.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,True
dm-web6.jpl.nasa.gov,nasa.gov,http://dm-web6.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dm-webix.jpl.nasa.gov,nasa.gov,http://dm-webix.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dm-webix2.jpl.nasa.gov,nasa.gov,http://dm-webix2.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
dm.usda.gov,usda.gov,http://www.dm.usda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
dnaregistry.niehs.nih.gov,nih.gov,http://dnaregistry.niehs.nih.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
dnfsb.gov,dnfsb.gov,http://www.dnfsb.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
